epoch,method,stage,selected,rejected,human
6,deepsight,deepsight_ensemble_cluster,"[3, 55, 44, 86, 53, 6, 52, 61, 62, 48]",[],"{""cosine_cluster"": [-1, 0, -1, 0, 1, 1, 0, 1, 0, -1], ""neup_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, -1, -1], ""ddif_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, 0, -1], ""ensemble_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
6,deepsight,deepsight_final_filter,"[3, 55, 44, 86, 53, 6, 52, 61, 62, 48]",[],"{""n_exceeds"": [3, 2, 8, 7, 7, 7, 8, 6, 3, 3], ""classification_boundary"": 3.25, ""identified_mals"": [1, 1, 0, 0, 0, 0, 0, 0, 1, 1], ""clusters"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""deleted_cluster_ids"": [0]}"
7,deepsight,deepsight_ensemble_cluster,"[2, 73, 46, 58, 32, 95, 97, 42, 38, 13]",[],"{""cosine_cluster"": [-1, 0, -1, -1, -1, -1, -1, 0, -1, 0], ""neup_cluster"": [0, -1, 0, 0, -1, -1, 0, 0, 0, 0], ""ddif_cluster"": [-1, -1, 0, 0, 0, -1, -1, 0, 0, 0], ""ensemble_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
7,deepsight,deepsight_final_filter,"[2, 73, 46, 58, 32, 95, 97, 42, 38, 13]",[],"{""n_exceeds"": [7, 3, 5, 10, 2, 4, 4, 8, 6, 5], ""classification_boundary"": 2.5, ""identified_mals"": [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], ""clusters"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""deleted_cluster_ids"": []}"
8,deepsight,deepsight_ensemble_cluster,"[0, 41, 96, 97, 82, 86, 57, 62, 85, 17]",[],"{""cosine_cluster"": [-1, -1, -1, 0, 0, 1, 0, 1, -1, 1], ""neup_cluster"": [-1, -1, 0, 0, 0, 0, 0, 0, 0, 0], ""ddif_cluster"": [-1, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""ensemble_cluster"": [0, 1, 0, 0, 0, 0, 0, 0, 0, 0]}"
8,deepsight,deepsight_final_filter,"[0, 41, 96, 97, 82, 86, 57, 62, 85, 17]",[],"{""n_exceeds"": [1, 4, 7, 3, 5, 8, 8, 6, 8, 5], ""classification_boundary"": 2.75, ""identified_mals"": [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""clusters"": [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], ""deleted_cluster_ids"": []}"
9,deepsight,deepsight_ensemble_cluster,"[2, 1, 38, 6, 23, 43, 89, 96, 69, 84]",[],"{""cosine_cluster"": [-1, -1, 0, 0, 0, -1, 0, -1, -1, -1], ""neup_cluster"": [-1, 0, 0, 0, -1, 0, 0, 0, -1, 0], ""ddif_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, -1, 0], ""ensemble_cluster"": [0, 1, 0, 0, 1, 1, 0, 1, 1, 1]}"
9,deepsight,deepsight_final_filter,"[2, 38, 6, 89]","[1, 23, 43, 96, 69, 84]","{""n_exceeds"": [6, 2, 6, 7, 7, 9, 5, 8, 4, 3], ""classification_boundary"": 3.0, ""identified_mals"": [0, 1, 0, 0, 0, 0, 0, 0, 0, 1], ""clusters"": [0, 1, 0, 0, 1, 1, 0, 1, 1, 1], ""deleted_cluster_ids"": [1]}"
10,deepsight,deepsight_ensemble_cluster,"[4, 95, 65, 71, 9, 3, 81, 70, 41, 42]",[],"{""cosine_cluster"": [-1, -1, -1, 0, -1, -1, 0, -1, -1, 0], ""neup_cluster"": [-1, 0, 0, 0, 0, -1, 0, 0, 0, 0], ""ddif_cluster"": [-1, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""ensemble_cluster"": [0, 0, 0, 0, 0, 1, 0, 0, 0, 0]}"
10,deepsight,deepsight_final_filter,"[4, 95, 65, 71, 9, 81, 70, 41, 42]",[3],"{""n_exceeds"": [3, 4, 8, 6, 9, 2, 6, 7, 6, 5], ""classification_boundary"": 3.0, ""identified_mals"": [1, 0, 0, 0, 0, 1, 0, 0, 0, 0], ""clusters"": [0, 0, 0, 0, 0, 1, 0, 0, 0, 0], ""deleted_cluster_ids"": [1]}"
11,deepsight,deepsight_ensemble_cluster,"[4, 58, 20, 28, 44, 63, 65, 38, 97, 47]",[],"{""cosine_cluster"": [-1, -1, -1, -1, -1, 0, 0, 0, -1, -1], ""neup_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, -1, -1], ""ddif_cluster"": [-1, 0, 0, 0, 0, 0, 0, 0, -1, -1], ""ensemble_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
11,deepsight,deepsight_final_filter,"[4, 58, 20, 28, 44, 63, 65, 38, 97, 47]",[],"{""n_exceeds"": [2, 7, 5, 4, 8, 3, 9, 5, 5, 4], ""classification_boundary"": 2.5, ""identified_mals"": [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""clusters"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""deleted_cluster_ids"": []}"
12,deepsight,deepsight_ensemble_cluster,"[3, 81, 20, 6, 68, 2, 37, 15, 11, 48]",[],"{""cosine_cluster"": [0, -1, 0, -1, -1, -1, 0, 0, -1, -1], ""neup_cluster"": [0, 0, 0, 0, 0, -1, 0, 0, 0, -1], ""ddif_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, 0, -1], ""ensemble_cluster"": [0, 1, 0, 1, 1, 0, 0, 0, 1, 1]}"
12,deepsight,deepsight_final_filter,"[3, 81, 20, 6, 68, 2, 37, 15, 11, 48]",[],"{""n_exceeds"": [2, 6, 6, 8, 2, 6, 5, 8, 5, 3], ""classification_boundary"": 2.75, ""identified_mals"": [1, 0, 0, 0, 1, 0, 0, 0, 0, 0], ""clusters"": [0, 1, 0, 1, 1, 0, 0, 0, 1, 1], ""deleted_cluster_ids"": []}"
13,deepsight,deepsight_ensemble_cluster,"[0, 60, 95, 98, 39, 75, 32, 15, 52, 49]",[],"{""cosine_cluster"": [-1, -1, -1, 0, 0, 0, -1, -1, -1, -1], ""neup_cluster"": [-1, 0, -1, 0, 0, 0, -1, 0, 0, 0], ""ddif_cluster"": [-1, 0, -1, 0, 0, 0, -1, 0, 0, 0], ""ensemble_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}"
13,deepsight,deepsight_final_filter,"[0, 60, 95, 98, 39, 75, 32, 15, 52, 49]",[],"{""n_exceeds"": [1, 9, 4, 9, 9, 8, 2, 7, 7, 6], ""classification_boundary"": 3.5, ""identified_mals"": [1, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""clusters"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""deleted_cluster_ids"": []}"
14,deepsight,deepsight_ensemble_cluster,"[0, 67, 86, 16, 55, 99, 88, 15, 12, 44]",[],"{""cosine_cluster"": [0, -1, -1, -1, -1, -1, -1, 0, -1, 0], ""neup_cluster"": [-1, 0, 0, 0, 0, 0, -1, 0, 0, 0], ""ddif_cluster"": [-1, 0, 0, 0, 0, 0, -1, 0, 0, 0], ""ensemble_cluster"": [0, 0, 0, 0, 0, 0, 1, 0, 0, 0]}"
14,deepsight,deepsight_final_filter,"[0, 67, 86, 16, 55, 99, 15, 12, 44]",[88],"{""n_exceeds"": [1, 7, 8, 10, 5, 7, 1, 8, 6, 7], ""classification_boundary"": 3.5, ""identified_mals"": [1, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""clusters"": [0, 0, 0, 0, 0, 0, 1, 0, 0, 0], ""deleted_cluster_ids"": [1]}"
15,deepsight,deepsight_ensemble_cluster,"[2, 81, 49, 56, 12, 30, 83, 37, 3, 91]",[],"{""cosine_cluster"": [-1, 0, 0, -1, 0, -1, 0, 0, 0, 0], ""neup_cluster"": [-1, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""ddif_cluster"": [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""ensemble_cluster"": [0, 0, 0, -1, 0, -1, 0, 0, 0, 0]}"
15,deepsight,deepsight_final_filter,"[2, 81, 49, 56, 12, 30, 83, 37, 3, 91]",[],"{""n_exceeds"": [5, 2, 7, 7, 6, 7, 5, 5, 4, 6], ""classification_boundary"": 2.75, ""identified_mals"": [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], ""clusters"": [0, 0, 0, -1, 0, -1, 0, 0, 0, 0], ""deleted_cluster_ids"": []}"
