epoch,method,stage,selected,rejected,human
6,apra,apra_mad_filter,"[55, 44, 86, 53, 6, 52, 61, 62, 48]",[3],"{""median_norm"": 0.6763875516895073, ""mad"": 0.07481883556675684, ""k"": 2.744058180470132, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
6,apra,apra_hierarchical_cluster,"[55, 44, 86, 53, 6, 52, 61, 62]",[48],"{""best_k"": 2, ""best_score"": 0.6966376304626465, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.352082252502441, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
6,apra,apra_trust_weighted_clip,"[55, 44, 86, 53, 6, 52, 61, 62]",[],"{""base_clip"": 1.0, ""trust_weights"": {""55"": 0.1428571492433548, ""44"": 0.0, ""86"": 0.1428571492433548, ""53"": 0.1428571492433548, ""6"": 0.1428571492433548, ""52"": 0.1428571492433548, ""61"": 0.1428571492433548, ""62"": 0.1428571492433548}, ""num_aggregated"": 8}"
7,apra,apra_mad_filter,"[73, 46, 58, 32, 95, 97, 42, 38, 13]",[2],"{""median_norm"": 0.7501137242288789, ""mad"": 0.09983418062749266, ""k"": 2.4829265189570475, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
7,apra,apra_hierarchical_cluster,"[73, 46, 58, 32, 97, 42, 38, 13]",[95],"{""best_k"": 2, ""best_score"": 0.4729621112346649, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 3.427072048187256, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
7,apra,apra_trust_weighted_clip,"[73, 46, 58, 32, 97, 42, 38, 13]",[],"{""base_clip"": 1.0, ""trust_weights"": {""73"": 0.0, ""46"": 0.3702728748321533, ""58"": 0.0, ""32"": 0.3702728748321533, ""97"": 0.12972711026668549, ""42"": 0.0, ""38"": 0.12972711026668549, ""13"": 0.0}, ""num_aggregated"": 8}"
8,apra,apra_mad_filter,"[41, 96, 97, 82, 86, 57, 62, 85, 17]",[0],"{""median_norm"": 0.6847383079976971, ""mad"": 0.16931189581934264, ""k"": 2.246644820586108, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
8,apra,apra_hierarchical_cluster,"[86, 57, 62, 85, 17]","[41, 96, 97, 82]","{""best_k"": 3, ""best_score"": 0.4820415675640106, ""selected_cluster"": 2, ""cluster_scores"": {""0"": 1.7959659099578857, ""1"": 1.9197287559509277, ""2"": 4.3874711990356445}, ""num_trusted"": 5, ""fallback_used"": false}"
8,apra,apra_trust_weighted_clip,"[86, 57, 62, 85, 17]",[],"{""base_clip"": 1.0, ""trust_weights"": {""86"": 0.4367397129535675, ""57"": 0.0, ""62"": 0.4367397129535675, ""85"": 0.12652064859867096, ""17"": 0.0}, ""num_aggregated"": 5}"
9,apra,apra_mad_filter,"[6, 23, 43, 89, 96, 69, 84]","[2, 1, 38]","{""median_norm"": 0.7056051088823231, ""mad"": 0.04902916094966786, ""k"": 2.0328482987029957, ""num_accepted"": 7, ""safety_keep_used"": false, ""fallback_used"": false}"
9,apra,apra_hierarchical_cluster,"[6, 23, 43, 89, 96, 84]",[69],"{""best_k"": 2, ""best_score"": 0.42051610350608826, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 4.493229866027832, ""1"": -1.0}, ""num_trusted"": 6, ""fallback_used"": false}"
9,apra,apra_trust_weighted_clip,"[6, 23, 43, 89, 96, 84]",[],"{""base_clip"": 1.0, ""trust_weights"": {""6"": 0.21957555413246155, ""23"": 0.0, ""43"": 0.21957555413246155, ""89"": 0.21957555413246155, ""96"": 0.12169787287712097, ""84"": 0.21957555413246155}, ""num_aggregated"": 6}"
10,apra,apra_mad_filter,"[95, 65, 71, 9, 81, 70, 41, 42]","[4, 3]","{""median_norm"": 0.744751207670596, ""mad"": 0.15737201451370575, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
10,apra,apra_hierarchical_cluster,"[71, 9, 81, 42]","[95, 65, 70, 41]","{""best_k"": 3, ""best_score"": 0.38356733322143555, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 3.833423614501953, ""1"": 2.955228805541992, ""2"": -1.0}, ""num_trusted"": 4, ""fallback_used"": false}"
10,apra,apra_trust_weighted_clip,"[71, 9, 81, 42]",[],"{""base_clip"": 1.0, ""trust_weights"": {""71"": 0.3333333432674408, ""9"": 0.3333333432674408, ""81"": 0.3333333432674408, ""42"": 0.0}, ""num_aggregated"": 4}"
11,apra,apra_mad_filter,"[58, 28, 44, 63, 65, 38]","[4, 20, 97, 47]","{""median_norm"": 0.759925330827282, ""mad"": 0.05616516345818917, ""k"": 2.0, ""num_accepted"": 6, ""safety_keep_used"": false, ""fallback_used"": false}"
11,apra,apra_hierarchical_cluster,"[63, 65]","[58, 28, 44, 38]","{""best_k"": 3, ""best_score"": 0.37360480427742004, ""selected_cluster"": 1, ""cluster_scores"": {""0"": 1.7735328674316406, ""1"": 1.974701166152954, ""2"": 1.9016244411468506}, ""num_trusted"": 2, ""fallback_used"": false}"
11,apra,apra_trust_weighted_clip,"[63, 65]",[],"{""base_clip"": 1.0, ""trust_weights"": {""63"": 0.5, ""65"": 0.5}, ""num_aggregated"": 2}"
12,apra,apra_mad_filter,"[81, 20, 6, 68, 37, 15, 11, 48]","[3, 2]","{""median_norm"": 0.7245046672316506, ""mad"": 0.21192364858046317, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
12,apra,apra_hierarchical_cluster,"[81, 20, 6, 68, 37, 15, 11]",[48],"{""best_k"": 2, ""best_score"": 0.6408034563064575, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 4.953239917755127, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
12,apra,apra_trust_weighted_clip,"[81, 20, 6, 68, 37, 15, 11]",[],"{""base_clip"": 1.0, ""trust_weights"": {""81"": 0.1666666716337204, ""20"": 0.0, ""6"": 0.1666666716337204, ""68"": 0.1666666716337204, ""37"": 0.1666666716337204, ""15"": 0.1666666716337204, ""11"": 0.1666666716337204}, ""num_aggregated"": 7}"
13,apra,apra_mad_filter,"[60, 95, 98, 39, 75, 32, 15, 52, 49]",[0],"{""median_norm"": 0.687337895003789, ""mad"": 0.1447202890274395, ""k"": 2.0, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
13,apra,apra_hierarchical_cluster,"[60, 98, 39, 75, 32, 15, 52, 49]",[95],"{""best_k"": 2, ""best_score"": 0.546194851398468, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 4.6866655349731445, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
13,apra,apra_trust_weighted_clip,"[60, 98, 39, 75, 32, 15, 52, 49]",[],"{""base_clip"": 1.0, ""trust_weights"": {""60"": 0.0, ""98"": 0.20000000298023224, ""39"": 0.20000000298023224, ""75"": 0.20000000298023224, ""32"": 0.0, ""15"": 0.0, ""52"": 0.20000000298023224, ""49"": 0.20000000298023224}, ""num_aggregated"": 8}"
14,apra,apra_mad_filter,"[86, 16, 55, 99, 15, 12, 44]","[0, 67, 88]","{""median_norm"": 0.49344678711097045, ""mad"": 0.03823706802648788, ""k"": 2.0, ""num_accepted"": 7, ""safety_keep_used"": false, ""fallback_used"": false}"
14,apra,apra_hierarchical_cluster,"[86, 16, 55, 12]","[99, 15, 44]","{""best_k"": 3, ""best_score"": 0.44086235761642456, ""selected_cluster"": 1, ""cluster_scores"": {""0"": 1.9291753768920898, ""1"": 3.9810891151428223, ""2"": -1.0}, ""num_trusted"": 4, ""fallback_used"": false}"
14,apra,apra_trust_weighted_clip,"[86, 16, 55, 12]",[],"{""base_clip"": 1.0, ""trust_weights"": {""86"": 0.3333333432674408, ""16"": 0.0, ""55"": 0.3333333432674408, ""12"": 0.3333333432674408}, ""num_aggregated"": 4}"
15,apra,apra_mad_filter,"[81, 49, 56, 12, 30, 83, 37, 91]","[2, 3]","{""median_norm"": 0.6827589462710865, ""mad"": 0.18806690528529846, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
15,apra,apra_hierarchical_cluster,"[81, 49, 12, 83, 37, 91]","[56, 30]","{""best_k"": 2, ""best_score"": 0.6020655632019043, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.875, ""1"": 1.8700141906738281}, ""num_trusted"": 6, ""fallback_used"": false}"
15,apra,apra_trust_weighted_clip,"[81, 49, 12, 83, 37, 91]",[],"{""base_clip"": 1.0, ""trust_weights"": {""81"": 0.20000000298023224, ""49"": 0.0, ""12"": 0.20000000298023224, ""83"": 0.20000000298023224, ""37"": 0.20000000298023224, ""91"": 0.20000000298023224}, ""num_aggregated"": 6}"
16,apra,apra_mad_filter,"[57, 85, 84, 6, 43, 71, 39]","[2, 46, 40]","{""median_norm"": 0.6332235233516016, ""mad"": 0.030870638881009382, ""k"": 2.0, ""num_accepted"": 7, ""safety_keep_used"": false, ""fallback_used"": false}"
16,apra,apra_hierarchical_cluster,"[57, 84, 6, 43, 39]","[85, 71]","{""best_k"": 2, ""best_score"": 0.5098997950553894, ""selected_cluster"": 1, ""cluster_scores"": {""0"": 1.920528769493103, ""1"": 4.75407075881958}, ""num_trusted"": 5, ""fallback_used"": false}"
16,apra,apra_trust_weighted_clip,"[57, 84, 6, 43, 39]",[],"{""base_clip"": 1.0, ""trust_weights"": {""57"": 0.5, ""84"": 0.0, ""6"": 0.0, ""43"": 0.0, ""39"": 0.5}, ""num_aggregated"": 5}"
17,apra,apra_mad_filter,"[83, 71, 76, 18, 17, 81, 62, 52]","[0, 3]","{""median_norm"": 0.9176344008545481, ""mad"": 0.19326633716249952, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
17,apra,apra_hierarchical_cluster,"[83, 76, 18, 17, 81, 62, 52]",[71],"{""best_k"": 2, ""best_score"": 0.568024218082428, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.745386123657227, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
17,apra,apra_trust_weighted_clip,"[83, 76, 18, 17, 81, 62, 52]",[],"{""base_clip"": 1.0, ""trust_weights"": {""83"": 0.1666666716337204, ""76"": 0.1666666716337204, ""18"": 0.1666666716337204, ""17"": 0.0, ""81"": 0.1666666716337204, ""62"": 0.1666666716337204, ""52"": 0.1666666716337204}, ""num_aggregated"": 7}"
18,apra,apra_mad_filter,"[80, 88, 5, 84, 50, 40, 78, 31, 43]",[4],"{""median_norm"": 0.7225007409933282, ""mad"": 0.19327086268030852, ""k"": 2.0, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
18,apra,apra_hierarchical_cluster,"[80, 5, 84, 50, 40, 78, 31, 43]",[88],"{""best_k"": 2, ""best_score"": 0.8008056879043579, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.195143699645996, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
18,apra,apra_trust_weighted_clip,"[80, 5, 84, 50, 40, 78, 31, 43]",[],"{""base_clip"": 1.0, ""trust_weights"": {""80"": 0.1428571492433548, ""5"": 0.1428571492433548, ""84"": 0.1428571492433548, ""50"": 0.1428571492433548, ""40"": 0.1428571492433548, ""78"": 0.1428571492433548, ""31"": 0.0, ""43"": 0.1428571492433548}, ""num_aggregated"": 8}"
19,apra,apra_mad_filter,"[45, 95, 90, 65, 6, 87, 29, 51]","[3, 84]","{""median_norm"": 0.6618016408626174, ""mad"": 0.08980664930178783, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
19,apra,apra_hierarchical_cluster,"[45, 90, 65, 6, 87, 29, 51]",[95],"{""best_k"": 2, ""best_score"": 0.6487712860107422, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.014236927032471, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
19,apra,apra_trust_weighted_clip,"[45, 90, 65, 6, 87, 29, 51]",[],"{""base_clip"": 1.0, ""trust_weights"": {""45"": 0.20000000298023224, ""90"": 0.20000000298023224, ""65"": 0.0, ""6"": 0.20000000298023224, ""87"": 0.20000000298023224, ""29"": 0.0, ""51"": 0.20000000298023224}, ""num_aggregated"": 7}"
20,apra,apra_mad_filter,"[72, 28, 52, 38, 63, 18, 22, 39, 47]",[1],"{""median_norm"": 0.6088286254737093, ""mad"": 0.1415004109194183, ""k"": 2.0, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
20,apra,apra_hierarchical_cluster,"[72, 28, 52, 38, 63, 18, 22, 39]",[47],"{""best_k"": 2, ""best_score"": 0.6304544806480408, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.592502593994141, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
20,apra,apra_trust_weighted_clip,"[72, 28, 52, 38, 63, 18, 22, 39]",[],"{""base_clip"": 1.0, ""trust_weights"": {""72"": 0.19476298987865448, ""28"": 0.19476298987865448, ""52"": 0.19476298987865448, ""38"": 0.19476298987865448, ""63"": 0.0, ""18"": 0.026185041293501854, ""22"": 0.19476298987865448, ""39"": 0.0}, ""num_aggregated"": 8}"
21,apra,apra_mad_filter,"[99, 66, 96, 13, 63, 5, 68, 94, 29]",[2],"{""median_norm"": 0.6215778484182284, ""mad"": 0.04764385708723384, ""k"": 2.0, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
21,apra,apra_hierarchical_cluster,"[66, 96, 13, 63, 5, 68, 94, 29]",[99],"{""best_k"": 2, ""best_score"": 0.35274913907051086, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 4.287654876708984, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
21,apra,apra_trust_weighted_clip,"[66, 96, 13, 63, 5, 68, 94, 29]",[],"{""base_clip"": 1.0, ""trust_weights"": {""66"": 0.20000000298023224, ""96"": 0.0, ""13"": 0.20000000298023224, ""63"": 0.20000000298023224, ""5"": 0.0, ""68"": 0.20000000298023224, ""94"": 0.20000000298023224, ""29"": 0.0}, ""num_aggregated"": 8}"
22,apra,apra_mad_filter,"[45, 9, 98, 99, 38, 83, 86, 24, 34]",[1],"{""median_norm"": 0.6852159673195057, ""mad"": 0.15390927264749465, ""k"": 2.0, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
22,apra,apra_hierarchical_cluster,"[45, 98, 99, 38, 83, 86, 24, 34]",[9],"{""best_k"": 2, ""best_score"": 0.6242516040802002, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.802017688751221, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
22,apra,apra_trust_weighted_clip,"[45, 98, 99, 38, 83, 86, 24, 34]",[],"{""base_clip"": 1.0, ""trust_weights"": {""45"": 0.1428571492433548, ""98"": 0.1428571492433548, ""99"": 0.0, ""38"": 0.1428571492433548, ""83"": 0.1428571492433548, ""86"": 0.1428571492433548, ""24"": 0.1428571492433548, ""34"": 0.1428571492433548}, ""num_aggregated"": 8}"
23,apra,apra_mad_filter,"[83, 82, 79, 81, 91, 53, 52, 90, 32]",[2],"{""median_norm"": 0.5622038020370478, ""mad"": 0.09781120589925638, ""k"": 2.0, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
23,apra,apra_hierarchical_cluster,"[83, 79, 81, 91, 53, 52, 90, 32]",[82],"{""best_k"": 2, ""best_score"": 0.6579145789146423, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.843700408935547, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
23,apra,apra_trust_weighted_clip,"[83, 79, 81, 91, 53, 52, 90, 32]",[],"{""base_clip"": 1.0, ""trust_weights"": {""83"": 0.1428571492433548, ""79"": 0.1428571492433548, ""81"": 0.1428571492433548, ""91"": 0.1428571492433548, ""53"": 0.1428571492433548, ""52"": 0.1428571492433548, ""90"": 0.1428571492433548, ""32"": 0.0}, ""num_aggregated"": 8}"
24,apra,apra_mad_filter,"[5, 99, 6, 94, 34, 46, 28, 76, 91]",[4],"{""median_norm"": 0.4900492422425483, ""mad"": 0.06568394309306919, ""k"": 2.0, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
24,apra,apra_hierarchical_cluster,"[5, 6, 94, 34, 46, 28, 76, 91]",[99],"{""best_k"": 2, ""best_score"": 0.592731773853302, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.789327621459961, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
24,apra,apra_trust_weighted_clip,"[5, 6, 94, 34, 46, 28, 76, 91]",[],"{""base_clip"": 1.0, ""trust_weights"": {""5"": 0.0, ""6"": 0.1666666716337204, ""94"": 0.1666666716337204, ""34"": 0.1666666716337204, ""46"": 0.1666666716337204, ""28"": 0.0, ""76"": 0.1666666716337204, ""91"": 0.1666666716337204}, ""num_aggregated"": 8}"
25,apra,apra_mad_filter,"[35, 90, 93, 71, 98, 70, 95, 54]","[4, 2]","{""median_norm"": 0.7732542114708079, ""mad"": 0.18399598209446327, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
25,apra,apra_hierarchical_cluster,"[35, 90, 93, 71, 98, 70, 95]",[54],"{""best_k"": 2, ""best_score"": 0.7335506081581116, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.142568588256836, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
25,apra,apra_trust_weighted_clip,"[35, 90, 93, 71, 98, 70, 95]",[],"{""base_clip"": 1.0, ""trust_weights"": {""35"": 0.0, ""90"": 0.1666666716337204, ""93"": 0.1666666716337204, ""71"": 0.1666666716337204, ""98"": 0.1666666716337204, ""70"": 0.1666666716337204, ""95"": 0.1666666716337204}, ""num_aggregated"": 7}"
26,apra,apra_mad_filter,"[81, 22, 41, 14, 39, 1, 88, 74, 49]",[3],"{""median_norm"": 0.9422998600101792, ""mad"": 0.3317411545142075, ""k"": 2.0, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
26,apra,apra_hierarchical_cluster,"[81, 22, 41, 14, 39, 74, 49]","[1, 88]","{""best_k"": 3, ""best_score"": 0.6890125274658203, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.808221817016602, ""1"": -1.0, ""2"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
26,apra,apra_trust_weighted_clip,"[81, 22, 41, 14, 39, 74, 49]",[],"{""base_clip"": 1.0, ""trust_weights"": {""81"": 0.1666666716337204, ""22"": 0.1666666716337204, ""41"": 0.0, ""14"": 0.1666666716337204, ""39"": 0.1666666716337204, ""74"": 0.1666666716337204, ""49"": 0.1666666716337204}, ""num_aggregated"": 7}"
27,apra,apra_mad_filter,"[57, 7, 73, 75, 65, 58, 27, 10]","[0, 95]","{""median_norm"": 0.6537009212328252, ""mad"": 0.061066453418798516, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
27,apra,apra_hierarchical_cluster,"[57, 7, 75, 65, 58, 27, 10]",[73],"{""best_k"": 2, ""best_score"": 0.6593552827835083, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.851070880889893, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
27,apra,apra_trust_weighted_clip,"[57, 7, 75, 65, 58, 27, 10]",[],"{""base_clip"": 1.0, ""trust_weights"": {""57"": 0.08383999764919281, ""7"": 0.18522219359874725, ""75"": 0.18522219359874725, ""65"": 0.1752711832523346, ""58"": 0.18522219359874725, ""27"": 0.18522219359874725, ""10"": 0.0}, ""num_aggregated"": 7}"
28,apra,apra_mad_filter,"[65, 15, 51, 53, 69, 72, 14]","[3, 1, 76]","{""median_norm"": 0.5709628608853448, ""mad"": 0.12201897010849569, ""k"": 2.0, ""num_accepted"": 7, ""safety_keep_used"": false, ""fallback_used"": false}"
28,apra,apra_hierarchical_cluster,"[65, 15, 51, 53, 72, 14]",[69],"{""best_k"": 2, ""best_score"": 0.39543992280960083, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.850277900695801, ""1"": -1.0}, ""num_trusted"": 6, ""fallback_used"": false}"
28,apra,apra_trust_weighted_clip,"[65, 15, 51, 53, 72, 14]",[],"{""base_clip"": 1.0, ""trust_weights"": {""65"": 0.25, ""15"": 0.25, ""51"": 0.0, ""53"": 0.25, ""72"": 0.25, ""14"": 0.0}, ""num_aggregated"": 6}"
29,apra,apra_mad_filter,"[30, 81, 70, 38, 49, 78, 14, 87]","[1, 3]","{""median_norm"": 0.5606995117035528, ""mad"": 0.053121740486325286, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
29,apra,apra_hierarchical_cluster,"[81, 70, 38, 49, 78, 14, 87]",[30],"{""best_k"": 2, ""best_score"": 0.6885746717453003, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.954302787780762, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
29,apra,apra_trust_weighted_clip,"[81, 70, 38, 49, 78, 14, 87]",[],"{""base_clip"": 1.0, ""trust_weights"": {""81"": 0.20000000298023224, ""70"": 0.0, ""38"": 0.20000000298023224, ""49"": 0.0, ""78"": 0.20000000298023224, ""14"": 0.20000000298023224, ""87"": 0.20000000298023224}, ""num_aggregated"": 7}"
30,apra,apra_mad_filter,"[71, 13, 47, 7, 49, 33, 42, 53]","[1, 34]","{""median_norm"": 0.7055918917165644, ""mad"": 0.07552749816585219, ""k"": 2.0, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
30,apra,apra_hierarchical_cluster,"[71, 13, 7, 49, 33, 53]","[47, 42]","{""best_k"": 2, ""best_score"": 0.5689390897750854, ""selected_cluster"": 1, ""cluster_scores"": {""0"": 1.3988409042358398, ""1"": 5.474699020385742}, ""num_trusted"": 6, ""fallback_used"": false}"
30,apra,apra_trust_weighted_clip,"[71, 13, 7, 49, 33, 53]",[],"{""base_clip"": 1.0, ""trust_weights"": {""71"": 0.5, ""13"": 0.5, ""7"": 0.0, ""49"": 0.0, ""33"": 0.0, ""53"": 0.0}, ""num_aggregated"": 6}"
31,apra,apra_mad_filter,"[20, 48, 30, 15, 29, 54, 14]","[3, 57, 45]","{""median_norm"": 0.7539893296951814, ""mad"": 0.0621970601213051, ""k"": 2.0, ""num_accepted"": 7, ""safety_keep_used"": false, ""fallback_used"": false}"
31,apra,apra_hierarchical_cluster,"[20, 30, 15, 29, 14]","[48, 54]","{""best_k"": 3, ""best_score"": 0.5224646925926208, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 2.664522886276245, ""1"": -1.0, ""2"": -1.0}, ""num_trusted"": 5, ""fallback_used"": false}"
31,apra,apra_trust_weighted_clip,"[20, 30, 15, 29, 14]",[],"{""base_clip"": 1.0, ""trust_weights"": {""20"": 0.0, ""30"": 0.25, ""15"": 0.25, ""29"": 0.25, ""14"": 0.25}, ""num_aggregated"": 5}"
