epoch,method,stage,selected,rejected,human
15,foolsgold,foolsgold,"[1, 69, 8, 16, 29, 65, 95]","[77, 68, 89]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""69"": 1.0, ""8"": 1.0, ""16"": 1.0, ""77"": 0.0, ""29"": 1.0, ""65"": 0.9779576850246514, ""68"": 0.0, ""89"": 0.0, ""95"": 1.0}}"
16,foolsgold,foolsgold,"[3, 8, 38, 51, 53, 84]","[46, 5, 19, 23]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""46"": 0.0, ""8"": 1.0, ""38"": 1.0, ""51"": 1.0, ""5"": 0.0, ""19"": 0.0, ""53"": 1.0, ""84"": 1.0, ""23"": 0.0}}"
17,foolsgold,foolsgold,"[0, 51, 18, 79, 9, 5, 73, 62]","[91, 68]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""51"": 0.2915027806890452, ""18"": 0.3748835300222012, ""91"": 0.0, ""79"": 0.06499278646823198, ""68"": 0.0, ""9"": 1.0, ""5"": 0.22756336083319273, ""73"": 0.2915027806890452, ""62"": 0.27878246389286754}}"
18,foolsgold,foolsgold,"[2, 25, 80, 1, 7, 44]","[4, 78, 20, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""2"": 0.15823038408906126, ""25"": 0.025484351371955094, ""80"": 1.0, ""1"": 0.15823038408906126, ""78"": 0.0, ""20"": 0.0, ""3"": 0.0, ""7"": 1.0, ""44"": 0.06527169184726123}}"
19,foolsgold,foolsgold,"[1, 20, 27, 59, 86]","[77, 23, 18, 74, 87]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""20"": 1.0, ""77"": 0.0, ""27"": 1.0, ""23"": 0.0, ""18"": 0.0, ""74"": 0.0, ""59"": 1.0, ""86"": 1.0, ""87"": 0.0}}"
20,foolsgold,foolsgold,"[2, 97, 28, 52, 53, 77, 67, 31]","[55, 62]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""97"": 1.0, ""55"": 0.0, ""28"": 1.0, ""52"": 0.5086749161615843, ""53"": 1.0, ""77"": 0.8457929073270393, ""67"": 0.8088756896942237, ""31"": 0.8088756896942237, ""62"": 0.0}}"
21,foolsgold,foolsgold,"[4, 91, 65, 0, 37, 25, 31, 15]","[27, 97]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""91"": 1.0, ""65"": 1.0, ""0"": 1.0, ""37"": 1.0, ""25"": 0.8735466323615317, ""27"": 0.0, ""31"": 1.0, ""15"": 0.8735466323615317, ""97"": 0.0}}"
22,foolsgold,foolsgold,"[1, 50, 30, 15, 38, 7]","[98, 52, 49, 13]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""98"": 0.0, ""50"": 1.0, ""52"": 0.0, ""30"": 0.5835209188271322, ""15"": 0.5835209188271322, ""49"": 0.0, ""13"": 0.0, ""38"": 0.456236170175881, ""7"": 1.0}}"
23,foolsgold,foolsgold,"[3, 30, 82, 54, 29, 47, 77, 48]","[46, 21]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""30"": 1.0, ""82"": 1.0, ""46"": 0.0, ""21"": 0.0, ""54"": 1.0, ""29"": 1.0, ""47"": 1.0, ""77"": 0.547775717211186, ""48"": 1.0}}"
24,foolsgold,foolsgold,"[3, 86, 39, 48]","[37, 11, 75, 6, 61, 64]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""37"": 0.0, ""11"": 0.0, ""86"": 1.0, ""39"": 0.13700095273436247, ""75"": 0.0, ""6"": 0.0, ""48"": 1.0, ""61"": 0.0, ""64"": 0.0}}"
25,foolsgold,foolsgold,"[0, 12, 34, 21, 15, 38, 90, 65]","[9, 93]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""12"": 0.2602582681096117, ""9"": 0.0, ""34"": 0.3288742369490353, ""21"": 0.44652737984480567, ""93"": 0.0, ""15"": 1.0, ""38"": 0.3288742369490353, ""90"": 0.8360871351099968, ""65"": 0.5357838244667011}}"
26,foolsgold,foolsgold,"[0, 84, 64, 52, 4, 50]","[12, 60, 14, 27]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""84"": 1.0, ""12"": 0.0, ""64"": 1.0, ""52"": 1.0, ""60"": 0.0, ""4"": 1.0, ""50"": 0.6199342276165666, ""14"": 0.0, ""27"": 0.0}}"
27,foolsgold,foolsgold,"[4, 84, 41, 93]","[9, 86, 95, 38, 17, 52]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""9"": 0.0, ""86"": 0.0, ""84"": 1.0, ""95"": 0.0, ""41"": 1.0, ""38"": 0.0, ""17"": 0.0, ""52"": 0.0, ""93"": 0.24051950676712103}}"
28,foolsgold,foolsgold,"[3, 96]","[38, 17, 10, 11, 55, 66, 34, 52]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""38"": 0.0, ""17"": 0.0, ""96"": 1.0, ""10"": 0.0, ""11"": 0.0, ""55"": 0.0, ""66"": 0.0, ""34"": 0.0, ""52"": 0.0}}"
29,foolsgold,foolsgold,"[3, 5, 28, 61]","[42, 83, 37, 14, 13, 89]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""5"": 0.5244627935616166, ""42"": 0.0, ""83"": 0.0, ""37"": 0.0, ""14"": 0.0, ""13"": 0.0, ""89"": 0.0, ""28"": 0.5735998346807424, ""61"": 0.013237459916979666}}"
30,foolsgold,foolsgold,"[0, 36, 40]","[14, 90, 87, 42, 82, 37, 63]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""36"": 0.9321070570923867, ""14"": 0.0, ""90"": 0.0, ""87"": 0.0, ""42"": 0.0, ""82"": 0.0, ""37"": 0.0, ""63"": 0.0, ""40"": 0.9321070570923867}}"
31,foolsgold,foolsgold,"[3, 2, 96, 15, 80, 72]","[11, 67, 42, 51]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""2"": 1.0, ""11"": 0.0, ""96"": 1.0, ""15"": 1.0, ""67"": 0.0, ""42"": 0.0, ""80"": 1.0, ""51"": 0.0, ""72"": 1.0}}"
32,foolsgold,foolsgold,"[3, 78, 23]","[27, 95, 82, 37, 10, 55, 13]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""27"": 0.0, ""95"": 0.0, ""78"": 1.0, ""82"": 0.0, ""23"": 0.9121059254030726, ""37"": 0.0, ""10"": 0.0, ""55"": 0.0, ""13"": 0.0}}"
33,foolsgold,foolsgold,"[1, 24, 43, 18]","[27, 31, 11, 50, 63, 64]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""27"": 0.0, ""31"": 0.0, ""11"": 0.0, ""24"": 1.0, ""43"": 1.0, ""50"": 0.0, ""63"": 0.0, ""64"": 0.0, ""18"": 0.39271936217184933}}"
34,foolsgold,foolsgold,"[2, 93, 20, 1, 78, 33, 24, 5, 57, 77]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.3993272798019337, ""93"": 1.0, ""20"": 1.0, ""1"": 0.3993272798019337, ""78"": 1.0, ""33"": 1.0, ""24"": 0.7116334758371179, ""5"": 0.6117248455415456, ""57"": 1.0, ""77"": 0.6117248455415456}}"
35,foolsgold,foolsgold,"[1, 45, 20, 29]","[63, 27, 59, 75, 67, 93]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""63"": 0.0, ""27"": 0.0, ""59"": 0.0, ""75"": 0.0, ""45"": 1.0, ""20"": 0.10315608534728299, ""29"": 0.10315608534728299, ""67"": 0.0, ""93"": 0.0}}"
36,foolsgold,foolsgold,"[4, 37, 92, 14, 22, 28]","[94, 18, 17, 24]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""37"": 0.1230736401584302, ""92"": 0.8042917159070133, ""94"": 0.0, ""14"": 0.36117951496622985, ""22"": 0.36117951496622985, ""28"": 1.0, ""18"": 0.0, ""17"": 0.0, ""24"": 0.0}}"
37,foolsgold,foolsgold,"[3, 95, 71, 18, 67, 0]","[24, 49, 84, 7]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""95"": 1.0, ""71"": 1.0, ""24"": 0.0, ""18"": 1.0, ""49"": 0.0, ""84"": 0.0, ""7"": 0.0, ""67"": 0.7811995439012274, ""0"": 1.0}}"
38,foolsgold,foolsgold,"[3, 86, 51, 22]","[8, 33, 74, 35, 40, 47]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""8"": 0.0, ""86"": 1.0, ""33"": 0.0, ""74"": 0.0, ""35"": 0.0, ""51"": 1.0, ""22"": 0.9041167646016373, ""40"": 0.0, ""47"": 0.0}}"
39,foolsgold,foolsgold,"[4, 63, 62, 22]","[36, 76, 71, 98, 44, 66]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""36"": 0.0, ""63"": 1.0, ""62"": 0.5622263990130419, ""76"": 0.0, ""71"": 0.0, ""98"": 0.0, ""22"": 0.06596721134546729, ""44"": 0.0, ""66"": 0.0}}"
40,foolsgold,foolsgold,"[43, 44, 96, 29, 77, 32, 63, 27]","[4, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""43"": 0.26350889707412045, ""44"": 1.0, ""96"": 1.0, ""29"": 1.0, ""3"": 0.0, ""77"": 0.26350889707412045, ""32"": 1.0, ""63"": 1.0, ""27"": 1.0}}"
41,foolsgold,foolsgold,"[0, 19, 13, 51, 35, 58, 39]","[62, 24, 89]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""62"": 0.0, ""19"": 1.0, ""13"": 0.2336374241511449, ""51"": 0.2336374241511449, ""24"": 0.0, ""35"": 0.9361511767751284, ""58"": 1.0, ""89"": 0.0, ""39"": 0.38771574164282463}}"
42,foolsgold,foolsgold,"[1, 41, 90, 2, 69, 78, 97]","[42, 13, 73]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.609766787593628, ""41"": 1.0, ""90"": 1.0, ""42"": 0.0, ""2"": 0.609766787593628, ""69"": 1.0, ""13"": 0.0, ""73"": 0.0, ""78"": 1.0, ""97"": 1.0}}"
43,foolsgold,foolsgold,"[0, 51, 41, 95, 87, 32]","[94, 83, 64, 77]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""94"": 0.0, ""51"": 1.0, ""83"": 0.0, ""64"": 0.0, ""41"": 0.4741215659899238, ""77"": 0.0, ""95"": 0.4741215659899238, ""87"": 0.028546366405859946, ""32"": 1.0}}"
44,foolsgold,foolsgold,"[2, 5, 3, 38, 53, 46, 80, 60]","[92, 33]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""5"": 0.3231682931034361, ""3"": 1.0, ""38"": 0.8123797691289558, ""92"": 0.0, ""53"": 1.0, ""33"": 0.0, ""46"": 0.8123797691289558, ""80"": 0.3231682931034361, ""60"": 1.0}}"
45,foolsgold,foolsgold,"[4, 43, 95, 11, 65, 15, 86, 14]","[12, 22]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""43"": 0.9504182022659105, ""95"": 0.890347030505318, ""11"": 0.5776102497982574, ""12"": 0.0, ""65"": 1.0, ""15"": 1.0, ""22"": 0.0, ""86"": 0.09346767966922576, ""14"": 0.09346767966922576}}"
46,foolsgold,foolsgold,"[1, 13, 81, 30, 21, 90]","[99, 6, 89, 32]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""99"": 0.0, ""13"": 0.5282034512298162, ""81"": 0.5282034512298162, ""6"": 0.0, ""89"": 0.0, ""30"": 1.0, ""21"": 1.0, ""90"": 0.29447081467941016, ""32"": 0.0}}"
47,foolsgold,foolsgold,"[0, 12, 57, 81, 17, 96, 36]","[31, 35, 88]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""12"": 1.0, ""31"": 0.0, ""57"": 0.848859909151417, ""81"": 0.17568243367695635, ""17"": 0.17568243367695635, ""35"": 0.0, ""96"": 1.0, ""88"": 0.0, ""36"": 1.0}}"
48,foolsgold,foolsgold,"[4, 2, 32, 51, 87]","[83, 62, 97, 86, 82]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""2"": 1.0, ""83"": 0.0, ""62"": 0.0, ""97"": 0.0, ""32"": 1.0, ""51"": 1.0, ""86"": 0.0, ""82"": 0.0, ""87"": 0.37328822204828616}}"
49,foolsgold,foolsgold,"[3, 52, 97, 8, 16]","[89, 79, 11, 76, 77]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""89"": 0.0, ""52"": 0.02731097318888759, ""97"": 1.0, ""8"": 1.0, ""79"": 0.0, ""11"": 0.0, ""76"": 0.0, ""16"": 1.0, ""77"": 0.0}}"
50,foolsgold,foolsgold,"[3, 6, 85, 39, 36, 58, 62, 15, 35, 5]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""6"": 0.3530828420481432, ""85"": 1.0, ""39"": 0.3530828420481432, ""36"": 1.0, ""58"": 1.0, ""62"": 1.0, ""15"": 1.0, ""35"": 0.6459417823249965, ""5"": 0.6459417823249965}}"
51,foolsgold,foolsgold,"[4, 44, 91, 86, 84]","[35, 46, 94, 61, 50]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""35"": 0.0, ""46"": 0.0, ""44"": 1.0, ""94"": 0.0, ""91"": 1.0, ""86"": 1.0, ""84"": 1.0, ""61"": 0.0, ""50"": 0.0}}"
52,foolsgold,foolsgold,"[4, 75, 21, 95, 83, 55, 52, 2]","[35, 31]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""75"": 0.06531031087785827, ""35"": 0.0, ""21"": 0.5511793878350416, ""95"": 1.0, ""83"": 0.5511793878350416, ""55"": 0.06531031087785827, ""52"": 0.8343061771755595, ""2"": 1.0, ""31"": 0.0}}"
53,foolsgold,foolsgold,"[4, 33, 18, 36, 54, 9]","[63, 14, 37, 73]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""33"": 1.0, ""18"": 1.0, ""36"": 1.0, ""63"": 0.0, ""14"": 0.0, ""54"": 1.0, ""37"": 0.0, ""73"": 0.0, ""9"": 0.33008846536872893}}"
54,foolsgold,foolsgold,"[0, 6, 3, 28]","[62, 86, 68, 9, 26, 97]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""62"": 0.0, ""86"": 0.0, ""6"": 0.2033557466034014, ""3"": 1.0, ""68"": 0.0, ""9"": 0.0, ""26"": 0.0, ""28"": 1.0, ""97"": 0.0}}"
55,foolsgold,foolsgold,"[0, 9, 70]","[32, 14, 20, 71, 60, 77, 13]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""32"": 0.0, ""9"": 0.6610284400310221, ""14"": 0.0, ""70"": 0.3117503006751131, ""20"": 0.0, ""71"": 0.0, ""60"": 0.0, ""77"": 0.0, ""13"": 0.0}}"
56,foolsgold,foolsgold,"[2, 65, 39, 50, 32, 93]","[21, 68, 61, 62]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""21"": 0.0, ""68"": 0.0, ""65"": 0.049231623206912656, ""39"": 0.049231623206912656, ""50"": 0.3681128704127352, ""32"": 1.0, ""61"": 0.0, ""93"": 0.4883778063517966, ""62"": 0.0}}"
57,foolsgold,foolsgold,"[2, 87, 66, 32, 51]","[90, 89, 60, 19, 72]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""87"": 0.5737174060071241, ""90"": 0.0, ""66"": 0.790552506417712, ""32"": 0.5660528112789213, ""89"": 0.0, ""60"": 0.0, ""19"": 0.0, ""51"": 0.790552506417712, ""72"": 0.0}}"
58,foolsgold,foolsgold,"[3, 77]","[91, 22, 49, 80, 41, 24, 96, 37]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""91"": 0.0, ""22"": 0.0, ""77"": 0.40100034883849034, ""49"": 0.0, ""80"": 0.0, ""41"": 0.0, ""24"": 0.0, ""96"": 0.0, ""37"": 0.0}}"
59,foolsgold,foolsgold,"[13, 80, 51, 29, 46, 41]","[3, 68, 38, 4]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""68"": 0.0, ""13"": 0.4133756509664754, ""38"": 0.0, ""80"": 1.0, ""51"": 0.4133756509664754, ""29"": 1.0, ""46"": 1.0, ""41"": 1.0, ""4"": 0.0}}"
60,foolsgold,foolsgold,"[64, 30, 0, 91]","[3, 4, 24, 14, 90, 57]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""4"": 0.0, ""64"": 1.0, ""30"": 1.0, ""0"": 1.0, ""24"": 0.0, ""14"": 0.0, ""91"": 0.9626179531457348, ""90"": 0.0, ""57"": 0.0}}"
61,foolsgold,foolsgold,"[3, 35, 22]","[43, 89, 76, 55, 52, 7, 84]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""43"": 0.0, ""35"": 1.0, ""89"": 0.0, ""76"": 0.0, ""55"": 0.0, ""52"": 0.0, ""7"": 0.0, ""22"": 0.4787016141877978, ""84"": 0.0}}"
62,foolsgold,foolsgold,"[4, 90, 97, 78, 56, 54]","[25, 36, 64, 63]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""25"": 0.0, ""90"": 1.0, ""36"": 0.0, ""97"": 1.0, ""64"": 0.0, ""63"": 0.0, ""78"": 1.0, ""56"": 0.16166175732708604, ""54"": 1.0}}"
63,foolsgold,foolsgold,"[3, 64, 15, 39, 72, 49]","[14, 13, 8, 48]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""64"": 1.0, ""14"": 0.0, ""15"": 1.0, ""39"": 0.8419766131364005, ""72"": 0.7443146084592521, ""13"": 0.0, ""49"": 1.0, ""8"": 0.0, ""48"": 0.0}}"
64,foolsgold,foolsgold,"[4, 8, 6, 9, 16, 30]","[69, 90, 45, 43]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""69"": 0.0, ""8"": 1.0, ""90"": 0.0, ""45"": 0.0, ""6"": 1.0, ""9"": 1.0, ""43"": 0.0, ""16"": 1.0, ""30"": 1.0}}"
65,foolsgold,foolsgold,"[3, 69, 29, 61, 20]","[10, 34, 55, 47, 74]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""69"": 1.0, ""10"": 0.0, ""34"": 0.0, ""29"": 0.3394737457011899, ""55"": 0.0, ""47"": 0.0, ""74"": 0.0, ""61"": 1.0, ""20"": 0.3394737457011899}}"
66,foolsgold,foolsgold,"[3, 71, 33, 23, 65, 47]","[37, 48, 59, 56]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""71"": 0.5326352281261842, ""33"": 1.0, ""23"": 0.20328577739835924, ""65"": 0.20328577739835924, ""37"": 0.0, ""48"": 0.0, ""47"": 0.5326352281261842, ""59"": 0.0, ""56"": 0.0}}"
67,foolsgold,foolsgold,"[2, 63, 69, 29, 55, 60, 36, 89]","[80, 26]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""80"": 0.0, ""63"": 0.35651138268328364, ""69"": 1.0, ""29"": 1.0, ""26"": 0.0, ""55"": 1.0, ""60"": 1.0, ""36"": 1.0, ""89"": 0.35651138268328364}}"
68,foolsgold,foolsgold,"[0, 96, 2, 72, 20, 85]","[70, 5, 46, 63]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""96"": 0.5526001357629553, ""2"": 1.0, ""72"": 0.4078820123196467, ""70"": 0.0, ""5"": 0.0, ""20"": 1.0, ""46"": 0.0, ""63"": 0.0, ""85"": 1.0}}"
69,foolsgold,foolsgold,"[4, 51, 96, 25, 50, 7, 47, 32]","[17, 49]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""51"": 1.0, ""96"": 1.0, ""25"": 1.0, ""50"": 1.0, ""7"": 1.0, ""17"": 0.0, ""47"": 1.0, ""32"": 1.0, ""49"": 0.0}}"
70,foolsgold,foolsgold,"[0, 7, 82, 1, 56, 50, 70, 38]","[42, 66]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""7"": 1.0, ""82"": 0.8164637988937227, ""1"": 1.0, ""56"": 1.0, ""50"": 0.08238478572297292, ""42"": 0.0, ""70"": 0.08238478572297292, ""38"": 1.0, ""66"": 0.0}}"
71,foolsgold,foolsgold,"[4, 7, 82, 71, 34, 61]","[41, 96, 32, 8]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""7"": 1.0, ""82"": 0.6997633566718982, ""41"": 0.0, ""96"": 0.0, ""71"": 0.027587123160597138, ""32"": 0.0, ""8"": 0.0, ""34"": 0.027587123160597138, ""61"": 0.6997633566718982}}"
72,foolsgold,foolsgold,[40],"[4, 37, 24, 63, 3, 49, 21, 66, 22]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""37"": 0.0, ""24"": 0.0, ""63"": 0.0, ""40"": 1.0, ""3"": 0.0, ""49"": 0.0, ""21"": 0.0, ""66"": 0.0, ""22"": 0.0}}"
73,foolsgold,foolsgold,"[2, 1, 47, 16, 27, 96, 89, 68]","[93, 80]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.7109769104093936, ""1"": 0.7109769104093936, ""93"": 0.0, ""47"": 1.0, ""16"": 1.0, ""27"": 1.0, ""80"": 0.0, ""96"": 1.0, ""89"": 0.19943151567327788, ""68"": 0.19943151567327788}}"
74,foolsgold,foolsgold,"[3, 29, 60, 26, 20]","[66, 79, 6, 73, 87]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""29"": 0.3150060646049131, ""66"": 0.0, ""60"": 1.0, ""79"": 0.0, ""26"": 1.0, ""6"": 0.0, ""73"": 0.0, ""20"": 0.3150060646049131, ""87"": 0.0}}"
75,foolsgold,foolsgold,"[4, 37, 25, 56, 39, 45, 87, 89]","[27, 55]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""37"": 0.06962403258505473, ""25"": 0.10283558265747533, ""56"": 0.10283558265747533, ""39"": 0.5942338905641579, ""27"": 0.0, ""55"": 0.0, ""45"": 0.27708597603183716, ""87"": 0.06962403258505473, ""89"": 0.6098614188147707}}"
