epoch,method,stage,selected,rejected,human
19,avg,avg,"[1, 20, 77, 27, 23, 18, 74, 59, 86, 87]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
20,avg,avg,"[2, 97, 55, 28, 52, 53, 77, 67, 31, 62]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
21,avg,avg,"[4, 91, 65, 0, 37, 25, 27, 31, 15, 97]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
22,avg,avg,"[1, 98, 50, 52, 30, 15, 49, 13, 38, 7]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
23,avg,avg,"[3, 30, 82, 46, 21, 54, 29, 47, 77, 48]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
24,avg,avg,"[3, 37, 11, 86, 39, 75, 6, 48, 61, 64]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
25,avg,avg,"[0, 12, 9, 34, 21, 93, 15, 38, 90, 65]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
26,avg,avg,"[0, 84, 12, 64, 52, 60, 4, 50, 14, 27]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
27,avg,avg,"[4, 9, 86, 84, 95, 41, 38, 17, 52, 93]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
28,avg,avg,"[3, 38, 17, 96, 10, 11, 55, 66, 34, 52]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
29,avg,avg,"[3, 5, 42, 83, 37, 14, 13, 89, 28, 61]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
30,avg,avg,"[0, 36, 14, 90, 87, 42, 82, 37, 63, 40]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
31,avg,avg,"[3, 2, 11, 96, 15, 67, 42, 80, 51, 72]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
32,avg,avg,"[3, 27, 95, 78, 82, 23, 37, 10, 55, 13]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
33,avg,avg,"[1, 27, 31, 11, 24, 43, 50, 63, 64, 18]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
34,avg,avg,"[2, 93, 20, 1, 78, 33, 24, 5, 57, 77]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
35,avg,avg,"[1, 63, 27, 59, 75, 45, 20, 29, 67, 93]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
36,avg,avg,"[4, 37, 92, 94, 14, 22, 28, 18, 17, 24]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
37,avg,avg,"[3, 95, 71, 24, 18, 49, 84, 7, 67, 0]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
38,avg,avg,"[3, 8, 86, 33, 74, 35, 51, 22, 40, 47]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
39,avg,avg,"[4, 36, 63, 62, 76, 71, 98, 22, 44, 66]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
40,avg,avg,"[4, 43, 44, 96, 29, 3, 77, 32, 63, 27]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
41,avg,avg,"[0, 62, 19, 13, 51, 24, 35, 58, 89, 39]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
42,avg,avg,"[1, 41, 90, 42, 2, 69, 13, 73, 78, 97]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
43,avg,avg,"[0, 94, 51, 83, 64, 41, 77, 95, 87, 32]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
44,avg,avg,"[2, 5, 3, 38, 92, 53, 33, 46, 80, 60]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
45,avg,avg,"[4, 43, 95, 11, 12, 65, 15, 22, 86, 14]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
46,avg,avg,"[1, 99, 13, 81, 6, 89, 30, 21, 90, 32]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
47,avg,avg,"[0, 12, 31, 57, 81, 17, 35, 96, 88, 36]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
48,avg,avg,"[4, 2, 83, 62, 97, 32, 51, 86, 82, 87]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
49,avg,avg,"[3, 89, 52, 97, 8, 79, 11, 76, 16, 77]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
50,avg,avg,"[3, 6, 85, 39, 36, 58, 62, 15, 35, 5]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
51,avg,avg,"[4, 35, 46, 44, 94, 91, 86, 84, 61, 50]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
52,avg,avg,"[4, 75, 35, 21, 95, 83, 55, 52, 2, 31]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
53,avg,avg,"[4, 33, 18, 36, 63, 14, 54, 37, 73, 9]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
54,avg,avg,"[0, 62, 86, 6, 3, 68, 9, 26, 28, 97]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
55,avg,avg,"[0, 32, 9, 14, 70, 20, 71, 60, 77, 13]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
56,avg,avg,"[2, 21, 68, 65, 39, 50, 32, 61, 93, 62]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
57,avg,avg,"[2, 87, 90, 66, 32, 89, 60, 19, 51, 72]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
58,avg,avg,"[3, 91, 22, 77, 49, 80, 41, 24, 96, 37]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
59,avg,avg,"[3, 68, 13, 38, 80, 51, 29, 46, 41, 4]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
60,avg,avg,"[3, 4, 64, 30, 0, 24, 14, 91, 90, 57]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
61,avg,avg,"[3, 43, 35, 89, 76, 55, 52, 7, 22, 84]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
62,avg,avg,"[4, 25, 90, 36, 97, 64, 63, 78, 56, 54]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
63,avg,avg,"[3, 64, 14, 15, 39, 72, 13, 49, 8, 48]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
64,avg,avg,"[4, 69, 8, 90, 45, 6, 9, 43, 16, 30]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
65,avg,avg,"[3, 69, 10, 34, 29, 55, 47, 74, 61, 20]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
66,avg,avg,"[3, 71, 33, 23, 65, 37, 48, 47, 59, 56]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
67,avg,avg,"[2, 80, 63, 69, 29, 26, 55, 60, 36, 89]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
68,avg,avg,"[0, 96, 2, 72, 70, 5, 20, 46, 63, 85]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
69,avg,avg,"[4, 51, 96, 25, 50, 7, 17, 47, 32, 49]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
70,avg,avg,"[0, 7, 82, 1, 56, 50, 42, 70, 38, 66]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
71,avg,avg,"[4, 7, 82, 41, 96, 71, 32, 8, 34, 61]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
72,avg,avg,"[4, 37, 24, 63, 40, 3, 49, 21, 66, 22]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
73,avg,avg,"[2, 1, 93, 47, 16, 27, 80, 96, 89, 68]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
74,avg,avg,"[3, 29, 66, 60, 79, 26, 6, 73, 20, 87]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
75,avg,avg,"[4, 37, 25, 56, 39, 27, 55, 45, 87, 89]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
76,avg,avg,"[0, 17, 26, 2, 36, 20, 27, 31, 29, 89]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
77,avg,avg,"[3, 84, 20, 50, 6, 95, 21, 60, 41, 62]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
78,avg,avg,"[0, 81, 88, 60, 47, 13, 68, 89, 51, 18]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
79,avg,avg,"[4, 7, 40, 94, 21, 48, 22, 70, 87, 35]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
80,avg,avg,"[4, 70, 45, 93, 34, 33, 68, 59, 71, 74]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
81,avg,avg,"[1, 82, 4, 68, 64, 93, 72, 2, 90, 28]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
82,avg,avg,"[2, 50, 18, 35, 62, 77, 78, 36, 93, 33]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
83,avg,avg,"[2, 53, 50, 18, 15, 77, 79, 90, 63, 66]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
84,avg,avg,"[3, 86, 4, 13, 41, 34, 14, 30, 67, 21]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
85,avg,avg,"[1, 47, 52, 48, 64, 35, 83, 71, 7, 72]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
86,avg,avg,"[4, 5, 73, 11, 0, 7, 77, 14, 56, 51]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
87,avg,avg,"[3, 26, 21, 14, 53, 51, 48, 52, 73, 6]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
88,avg,avg,"[4, 83, 40, 98, 86, 53, 44, 18, 56, 87]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
89,avg,avg,"[2, 93, 9, 87, 45, 42, 21, 68, 95, 22]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
90,avg,avg,"[2, 61, 59, 17, 34, 82, 98, 51, 93, 36]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
91,avg,avg,"[2, 17, 16, 65, 55, 46, 45, 78, 61, 7]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
92,avg,avg,"[0, 92, 60, 89, 4, 66, 99, 3, 54, 84]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
93,avg,avg,"[1, 13, 85, 66, 11, 41, 33, 34, 99, 64]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
94,avg,avg,"[2, 58, 20, 0, 99, 64, 78, 68, 7, 33]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
95,avg,avg,"[0, 87, 76, 70, 29, 65, 47, 58, 92, 73]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
96,avg,avg,"[0, 86, 28, 83, 39, 64, 43, 50, 9, 79]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
97,avg,avg,"[4, 84, 7, 54, 25, 13, 79, 90, 0, 43]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
98,avg,avg,"[3, 18, 85, 4, 57, 42, 58, 78, 25, 94]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
99,avg,avg,"[1, 86, 82, 53, 68, 43, 0, 83, 57, 8]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
100,avg,avg,"[3, 88, 49, 1, 12, 93, 43, 7, 92, 35]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
101,avg,avg,"[1, 35, 0, 99, 11, 24, 51, 84, 48, 44]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
102,avg,avg,"[3, 49, 89, 39, 60, 48, 54, 83, 99, 51]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
103,avg,avg,"[2, 96, 59, 25, 93, 18, 76, 83, 62, 39]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
104,avg,avg,"[0, 98, 8, 44, 1, 56, 67, 42, 79, 3]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
105,avg,avg,"[1, 31, 32, 7, 79, 39, 55, 98, 90, 24]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
106,avg,avg,"[0, 40, 90, 63, 82, 3, 54, 13, 49, 43]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
107,avg,avg,"[1, 60, 29, 2, 42, 27, 38, 22, 70, 77]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
108,avg,avg,"[0, 63, 91, 68, 9, 82, 54, 20, 75, 26]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
109,avg,avg,"[0, 74, 84, 49, 15, 46, 8, 62, 7, 56]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
110,avg,avg,"[3, 16, 51, 78, 7, 29, 56, 59, 8, 43]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
111,avg,avg,"[4, 8, 35, 16, 59, 85, 74, 82, 88, 61]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
112,avg,avg,"[3, 78, 56, 87, 26, 14, 77, 74, 37, 53]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
113,avg,avg,"[3, 5, 73, 80, 50, 87, 7, 71, 60, 35]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
114,avg,avg,"[4, 54, 9, 20, 78, 66, 29, 2, 86, 97]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
115,avg,avg,"[3, 70, 67, 40, 92, 61, 58, 73, 66, 65]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
116,avg,avg,"[1, 33, 28, 59, 45, 80, 52, 68, 95, 51]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
117,avg,avg,"[4, 88, 56, 23, 58, 33, 65, 24, 90, 30]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
118,avg,avg,"[0, 5, 73, 92, 57, 9, 42, 33, 63, 43]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
119,avg,avg,"[4, 46, 2, 15, 25, 98, 28, 50, 58, 20]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
120,avg,avg,"[0, 9, 42, 49, 58, 98, 94, 67, 36, 3]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
121,avg,avg,"[4, 21, 69, 24, 38, 97, 52, 40, 78, 83]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
122,avg,avg,"[0, 83, 31, 58, 11, 54, 42, 8, 73, 36]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
123,avg,avg,"[1, 85, 28, 14, 48, 73, 53, 82, 31, 61]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
124,avg,avg,"[4, 11, 29, 16, 84, 79, 9, 47, 14, 66]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
125,avg,avg,"[0, 91, 31, 49, 75, 3, 4, 36, 57, 77]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
126,avg,avg,"[0, 39, 56, 94, 40, 37, 77, 34, 8, 99]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
127,avg,avg,"[2, 88, 70, 9, 43, 13, 78, 98, 29, 79]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
128,avg,avg,"[2, 20, 64, 72, 73, 12, 91, 81, 10, 80]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
129,avg,avg,"[1, 56, 69, 77, 7, 3, 80, 65, 55, 87]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
130,avg,avg,"[0, 82, 55, 67, 10, 38, 40, 11, 93, 50]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
131,avg,avg,"[0, 14, 62, 98, 60, 88, 20, 78, 36, 21]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
132,avg,avg,"[0, 53, 61, 7, 72, 4, 44, 95, 67, 96]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
133,avg,avg,"[2, 71, 20, 36, 87, 1, 33, 80, 83, 62]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
134,avg,avg,"[3, 92, 88, 76, 90, 42, 62, 23, 37, 0]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
135,avg,avg,"[0, 30, 8, 26, 11, 47, 9, 96, 67, 53]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
136,avg,avg,"[0, 58, 45, 76, 72, 78, 56, 23, 99, 20]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
137,avg,avg,"[2, 79, 39, 82, 60, 54, 34, 83, 13, 35]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
138,avg,avg,"[4, 45, 65, 28, 24, 47, 10, 77, 74, 5]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
139,avg,avg,"[0, 2, 18, 52, 30, 28, 34, 80, 19, 57]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
140,avg,avg,"[3, 90, 98, 61, 8, 69, 42, 74, 40, 87]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
141,avg,avg,"[1, 55, 65, 23, 31, 79, 85, 96, 47, 95]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
142,avg,avg,"[2, 34, 26, 89, 36, 33, 69, 24, 12, 31]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
143,avg,avg,"[4, 82, 0, 16, 41, 83, 44, 62, 52, 78]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
144,avg,avg,"[2, 13, 87, 48, 14, 27, 80, 70, 98, 47]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
145,avg,avg,"[2, 32, 21, 27, 61, 47, 1, 65, 98, 28]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
146,avg,avg,"[4, 64, 32, 16, 60, 41, 22, 20, 88, 92]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
147,avg,avg,"[1, 19, 36, 31, 33, 90, 13, 95, 27, 73]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
148,avg,avg,"[2, 95, 62, 74, 56, 42, 22, 71, 0, 63]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
149,avg,avg,"[1, 29, 48, 3, 2, 54, 91, 34, 89, 42]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
150,avg,avg,"[2, 93, 67, 6, 40, 22, 79, 38, 61, 87]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
151,avg,avg,"[4, 21, 67, 49, 24, 47, 95, 45, 57, 96]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
152,avg,avg,"[1, 74, 25, 94, 96, 58, 3, 99, 55, 97]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
153,avg,avg,"[1, 81, 82, 47, 65, 60, 93, 28, 49, 3]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
154,avg,avg,"[4, 8, 48, 46, 69, 18, 87, 54, 19, 97]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
155,avg,avg,"[1, 91, 86, 11, 53, 59, 48, 3, 9, 26]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
156,avg,avg,"[1, 82, 58, 96, 4, 28, 39, 99, 13, 37]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
157,avg,avg,"[3, 62, 44, 97, 49, 90, 70, 66, 87, 54]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
158,avg,avg,"[1, 95, 63, 12, 31, 57, 76, 69, 61, 2]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
159,avg,avg,"[4, 3, 89, 43, 32, 65, 24, 70, 75, 71]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
160,avg,avg,"[0, 23, 91, 20, 84, 29, 85, 79, 50, 43]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
161,avg,avg,"[3, 89, 96, 47, 25, 98, 83, 63, 50, 35]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
162,avg,avg,"[2, 43, 15, 21, 81, 42, 50, 20, 22, 1]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
163,avg,avg,"[4, 85, 27, 36, 99, 53, 33, 87, 35, 17]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
164,avg,avg,"[4, 73, 88, 94, 50, 16, 27, 67, 8, 58]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
165,avg,avg,"[0, 72, 87, 49, 6, 94, 56, 73, 76, 84]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
166,avg,avg,"[1, 78, 77, 34, 44, 10, 5, 50, 85, 68]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
167,avg,avg,"[1, 67, 93, 20, 79, 19, 10, 49, 75, 94]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
168,avg,avg,"[3, 1, 40, 89, 24, 63, 65, 48, 90, 64]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
169,avg,avg,"[0, 97, 8, 32, 54, 84, 25, 82, 2, 47]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
170,avg,avg,"[3, 77, 43, 84, 97, 54, 23, 41, 81, 5]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
171,avg,avg,"[4, 50, 79, 39, 10, 18, 28, 41, 22, 71]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
172,avg,avg,"[4, 70, 79, 75, 87, 0, 71, 66, 98, 67]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
173,avg,avg,"[3, 98, 4, 68, 9, 12, 0, 59, 13, 37]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
174,avg,avg,"[4, 96, 23, 27, 91, 52, 3, 32, 53, 66]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
175,avg,avg,"[0, 65, 84, 43, 72, 85, 37, 34, 99, 35]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
176,avg,avg,"[1, 63, 18, 15, 26, 23, 56, 92, 91, 64]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
177,avg,avg,"[3, 54, 28, 72, 29, 10, 92, 76, 88, 65]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
178,avg,avg,"[0, 39, 30, 66, 90, 31, 6, 99, 76, 61]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
179,avg,avg,"[4, 63, 43, 99, 49, 66, 92, 34, 23, 16]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
180,avg,avg,"[4, 16, 72, 98, 5, 9, 68, 96, 61, 36]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
181,avg,avg,"[3, 22, 77, 12, 92, 89, 30, 14, 16, 21]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
182,avg,avg,"[3, 46, 80, 89, 57, 40, 50, 0, 28, 8]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
183,avg,avg,"[1, 88, 28, 14, 18, 10, 63, 68, 15, 58]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
184,avg,avg,"[0, 40, 23, 91, 32, 18, 64, 41, 68, 70]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
185,avg,avg,"[4, 12, 11, 69, 41, 79, 22, 3, 54, 28]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
186,avg,avg,"[0, 34, 15, 49, 45, 17, 59, 22, 51, 12]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
187,avg,avg,"[4, 73, 14, 1, 74, 45, 29, 13, 6, 2]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
188,avg,avg,"[0, 59, 78, 85, 24, 97, 42, 9, 29, 51]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
189,avg,avg,"[1, 20, 25, 70, 84, 3, 10, 28, 85, 58]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
190,avg,avg,"[0, 23, 4, 73, 84, 72, 12, 77, 40, 1]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
191,avg,avg,"[0, 97, 36, 50, 79, 11, 91, 31, 52, 5]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
192,avg,avg,"[3, 64, 19, 63, 21, 5, 81, 96, 37, 47]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
193,avg,avg,"[0, 90, 92, 74, 71, 1, 56, 95, 27, 89]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
194,avg,avg,"[2, 30, 31, 27, 47, 4, 15, 52, 91, 24]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
195,avg,avg,"[3, 17, 42, 9, 5, 40, 74, 35, 49, 16]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
196,avg,avg,"[3, 32, 5, 47, 86, 10, 94, 44, 13, 27]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
