epoch,method,stage,selected,rejected,human
14,foolsgold,foolsgold,"[67, 86, 16, 55, 88, 15]","[0, 99, 12, 44]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""67"": 1.0, ""86"": 1.0, ""16"": 0.999985285354059, ""55"": 1.0, ""99"": 0.0, ""88"": 1.0, ""15"": 1.0, ""12"": 0.0, ""44"": 0.0}}"
15,foolsgold,foolsgold,"[81, 49, 56, 12, 30, 83, 37, 91]","[2, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""81"": 0.623021484405584, ""49"": 0.623021484405584, ""56"": 1.0, ""12"": 1.0, ""30"": 1.0, ""83"": 1.0, ""37"": 1.0, ""3"": 0.0, ""91"": 1.0}}"
16,foolsgold,foolsgold,"[2, 84, 40, 43, 39]","[57, 85, 46, 6, 71]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""57"": 0.0, ""85"": 0.0, ""84"": 1.0, ""46"": 0.0, ""6"": 0.0, ""40"": 0.9698522778637864, ""43"": 0.9698522778637864, ""71"": 0.0, ""39"": 1.0}}"
17,foolsgold,foolsgold,"[83, 71, 76, 18, 17, 81, 62, 52]","[0, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""83"": 1.0, ""71"": 1.0, ""76"": 1.0, ""18"": 1.0, ""17"": 0.5773559612685649, ""81"": 1.0, ""62"": 0.5773559612685649, ""3"": 0.0, ""52"": 1.0}}"
18,foolsgold,foolsgold,"[4, 80, 5, 84, 50, 40, 78, 43]","[88, 31]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""80"": 1.0, ""88"": 0.0, ""5"": 0.2950758008288462, ""84"": 1.0, ""50"": 0.2950758008288462, ""40"": 0.5176943872009996, ""78"": 0.5176943872009996, ""31"": 0.0, ""43"": 1.0}}"
19,foolsgold,foolsgold,"[84, 45, 95, 90, 87, 51]","[3, 65, 6, 29]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""84"": 1.0, ""45"": 0.19840293911892798, ""95"": 1.0, ""90"": 0.19429446075391743, ""65"": 0.0, ""6"": 0.0, ""87"": 0.19017649719392193, ""29"": 0.0, ""51"": 1.0}}"
20,foolsgold,foolsgold,"[1, 52, 38, 22, 39, 47]","[72, 28, 63, 18]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""72"": 0.0, ""28"": 0.0, ""52"": 0.7215208644610487, ""38"": 0.2857759001501231, ""63"": 0.0, ""18"": 0.0, ""22"": 1.0, ""39"": 1.0, ""47"": 0.5364654178710578}}"
21,foolsgold,foolsgold,"[2, 99, 96, 5, 68, 29]","[66, 13, 63, 94]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.3652487091868999, ""99"": 1.0, ""66"": 0.0, ""96"": 1.0, ""13"": 0.0, ""63"": 0.0, ""5"": 1.0, ""68"": 1.0, ""94"": 0.0, ""29"": 0.3652487091868999}}"
22,foolsgold,foolsgold,"[1, 45, 9, 98, 99]","[38, 83, 86, 24, 34]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""45"": 1.0, ""9"": 1.0, ""98"": 0.9716216001259613, ""99"": 1.0, ""38"": 0.0, ""83"": 0.0, ""86"": 0.0, ""24"": 0.0, ""34"": 0.0}}"
23,foolsgold,foolsgold,"[2, 82, 79, 81, 91, 53, 52, 32]","[83, 90]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""83"": 0.0, ""82"": 1.0, ""79"": 1.0, ""81"": 1.0, ""91"": 1.0, ""53"": 1.0, ""52"": 1.0, ""90"": 0.0, ""32"": 1.0}}"
24,foolsgold,foolsgold,"[4, 5, 99, 34, 28, 76, 91]","[6, 94, 46]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""5"": 0.6762502226319473, ""99"": 0.6621466502869947, ""6"": 0.0, ""94"": 0.0, ""34"": 0.5715778430517338, ""46"": 0.0, ""28"": 0.8734207313003448, ""76"": 0.5715778430517338, ""91"": 0.6621466502869947}}"
25,foolsgold,foolsgold,"[35, 90, 93, 70, 95, 54]","[4, 2, 71, 98]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""2"": 0.0, ""35"": 1.0, ""90"": 1.0, ""93"": 1.0, ""71"": 0.0, ""98"": 0.0, ""70"": 1.0, ""95"": 0.3399754621172172, ""54"": 0.3399754621172172}}"
26,foolsgold,foolsgold,"[22, 41, 39, 88, 74, 49]","[3, 81, 14, 1]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""81"": 0.0, ""22"": 1.0, ""41"": 0.1887205594185744, ""14"": 0.0, ""39"": 0.1887205594185744, ""1"": 0.0, ""88"": 1.0, ""74"": 1.0, ""49"": 0.18743485738052923}}"
27,foolsgold,foolsgold,"[0, 95, 7, 65, 58]","[57, 73, 75, 27, 10]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""95"": 1.0, ""57"": 0.0, ""7"": 1.0, ""73"": 0.0, ""75"": 0.0, ""65"": 1.0, ""58"": 1.0, ""27"": 0.0, ""10"": 0.0}}"
28,foolsgold,foolsgold,"[76, 15, 51, 69, 72, 14]","[3, 1, 65, 53]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""1"": 0.0, ""76"": 1.0, ""65"": 0.0, ""15"": 1.0, ""51"": 0.006328046106025942, ""53"": 0.0, ""69"": 1.0, ""72"": 1.0, ""14"": 0.006328046106025942}}"
29,foolsgold,foolsgold,"[30, 81, 70, 38, 49, 78, 14, 87]","[1, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""3"": 0.0, ""30"": 1.0, ""81"": 0.29778654568958207, ""70"": 1.0, ""38"": 0.5110620036840936, ""49"": 0.5110620036840936, ""78"": 1.0, ""14"": 0.29778654568958207, ""87"": 1.0}}"
30,foolsgold,foolsgold,"[1, 47, 7, 49, 33, 34, 53]","[71, 13, 42]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""71"": 0.0, ""13"": 0.0, ""47"": 1.0, ""7"": 1.0, ""49"": 0.7625047305231426, ""33"": 1.0, ""42"": 0.0, ""34"": 0.45379337517414, ""53"": 1.0}}"
31,foolsgold,foolsgold,"[3, 48, 45, 54]","[20, 57, 30, 15, 29, 14]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.13025374353641422, ""20"": 0.0, ""48"": 1.0, ""57"": 0.0, ""30"": 0.0, ""15"": 0.0, ""45"": 1.0, ""29"": 0.0, ""54"": 1.0, ""14"": 0.0}}"
32,foolsgold,foolsgold,"[1, 52, 76, 65, 58, 23, 99, 21]","[57, 51]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""57"": 0.0, ""52"": 1.0, ""76"": 0.30458442628937377, ""65"": 0.6389529533499072, ""58"": 0.0005986225972547388, ""51"": 0.0, ""23"": 0.4153010527350641, ""99"": 0.0005986225972547388, ""21"": 0.4153010527350641}}"
33,foolsgold,foolsgold,"[96, 82, 75, 40, 47]","[4, 46, 64, 63, 36]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""46"": 0.0, ""64"": 0.0, ""96"": 1.0, ""82"": 1.0, ""75"": 1.0, ""40"": 1.0, ""63"": 0.0, ""36"": 0.0, ""47"": 1.0}}"
34,foolsgold,foolsgold,"[0, 72, 8, 81, 73, 83, 65, 79, 58, 16]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.5757356585492756, ""72"": 0.20491454257473535, ""8"": 1.0, ""81"": 1.0, ""73"": 1.0, ""83"": 0.8057714697113016, ""65"": 1.0, ""79"": 0.8057714697113016, ""58"": 0.20491454257473535, ""16"": 0.5757356585492756}}"
35,foolsgold,foolsgold,"[84, 29, 12, 64]","[3, 30, 98, 44, 13, 55]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""30"": 0.0, ""84"": 1.0, ""29"": 0.5023270460783295, ""12"": 1.0, ""98"": 0.0, ""44"": 0.0, ""64"": 1.0, ""13"": 0.0, ""55"": 0.0}}"
36,foolsgold,foolsgold,"[23, 49, 11, 34, 33, 58]","[0, 36, 99, 12]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""36"": 0.0, ""23"": 1.0, ""49"": 1.0, ""11"": 0.3687318091464979, ""34"": 0.3687318091464979, ""99"": 0.0, ""33"": 1.0, ""58"": 0.9241256813905527, ""12"": 0.0}}"
37,foolsgold,foolsgold,"[43, 5, 14, 37]","[3, 34, 99, 48, 24, 56]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""43"": 1.0, ""5"": 1.0, ""34"": 0.0, ""99"": 0.0, ""14"": 0.7899986439178266, ""48"": 0.0, ""24"": 0.0, ""56"": 0.0, ""37"": 1.0}}"
38,foolsgold,foolsgold,"[2, 88, 85, 19, 37]","[65, 95, 82, 77, 54]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""88"": 1.0, ""85"": 1.0, ""65"": 0.0, ""95"": 0.0, ""82"": 0.0, ""19"": 1.0, ""77"": 0.0, ""54"": 0.0, ""37"": 1.0}}"
39,foolsgold,foolsgold,"[2, 33, 85, 87, 74, 15, 29, 94]","[12, 60]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.13778952889427465, ""33"": 1.0, ""12"": 0.0, ""85"": 1.0, ""87"": 0.8649551284720377, ""74"": 1.0, ""15"": 0.13778952889427465, ""29"": 0.3650792715144701, ""94"": 0.3650792715144701, ""60"": 0.0}}"
40,foolsgold,foolsgold,"[33, 55]","[4, 6, 77, 65, 63, 18, 2, 78]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""6"": 0.0, ""33"": 1.0, ""77"": 0.0, ""65"": 0.0, ""63"": 0.0, ""55"": 1.0, ""18"": 0.0, ""2"": 0.0, ""78"": 0.0}}"
41,foolsgold,foolsgold,"[57, 32, 77, 95, 22]","[1, 71, 25, 51, 42]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""71"": 0.0, ""25"": 0.0, ""57"": 0.2793208956744617, ""32"": 0.8063523892387761, ""77"": 1.0, ""51"": 0.0, ""42"": 0.0, ""95"": 1.0, ""22"": 0.8063523892387761}}"
42,foolsgold,foolsgold,"[61, 86, 54, 91, 85]","[2, 23, 0, 63, 37]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""23"": 0.0, ""61"": 0.13804984025434225, ""86"": 1.0, ""54"": 1.0, ""0"": 0.0, ""91"": 1.0, ""63"": 0.0, ""37"": 0.0, ""85"": 1.0}}"
43,foolsgold,foolsgold,"[35, 22, 89, 16]","[0, 40, 56, 34, 98, 1]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""40"": 0.0, ""56"": 0.0, ""34"": 0.0, ""98"": 0.0, ""35"": 1.0, ""1"": 0.0, ""22"": 1.0, ""89"": 1.0, ""16"": 1.0}}"
44,foolsgold,foolsgold,"[46, 37, 20, 42, 50, 12, 72]","[1, 25, 44]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""46"": 0.23614943369437302, ""25"": 0.0, ""37"": 0.23614943369437302, ""20"": 0.23715322486887014, ""42"": 1.0, ""44"": 0.0, ""50"": 0.2748121030609688, ""12"": 0.31170467969535565, ""72"": 1.0}}"
45,foolsgold,foolsgold,"[1, 93, 12, 27, 33, 16]","[19, 56, 20, 69]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.28897352299793777, ""19"": 0.0, ""56"": 0.0, ""93"": 0.8654895460200254, ""20"": 0.0, ""12"": 0.8654895460200254, ""27"": 1.0, ""69"": 0.0, ""33"": 1.0, ""16"": 0.28897352299793777}}"
46,foolsgold,foolsgold,"[10, 46, 35, 17]","[2, 45, 1, 74, 86, 81]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""45"": 0.0, ""10"": 1.0, ""1"": 0.0, ""74"": 0.0, ""86"": 0.0, ""46"": 1.0, ""35"": 1.0, ""17"": 1.0, ""81"": 0.0}}"
47,foolsgold,foolsgold,"[19, 62, 52, 70, 65]","[2, 99, 44, 0, 48]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""99"": 0.0, ""19"": 0.15036852384197025, ""62"": 0.13079513070172089, ""44"": 0.0, ""0"": 0.0, ""48"": 0.0, ""52"": 0.13079513070172089, ""70"": 0.15036852384197025, ""65"": 1.0}}"
48,foolsgold,foolsgold,"[66, 83, 68, 23, 90, 57, 21]","[0, 36, 2]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""66"": 0.4458401807689095, ""36"": 0.0, ""83"": 1.0, ""68"": 1.0, ""23"": 1.0, ""90"": 1.0, ""2"": 0.0, ""57"": 0.4458401807689095, ""21"": 1.0}}"
49,foolsgold,foolsgold,"[20, 40, 5, 89]","[3, 10, 51, 25, 27, 85]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""10"": 0.0, ""20"": 0.23252675725718203, ""51"": 0.0, ""25"": 0.0, ""27"": 0.0, ""40"": 0.5922963963310357, ""5"": 1.0, ""89"": 1.0, ""85"": 0.0}}"
50,foolsgold,foolsgold,"[1, 80, 28, 68]","[85, 63, 14, 94, 32, 20]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""85"": 0.0, ""80"": 1.0, ""28"": 1.0, ""63"": 0.0, ""68"": 1.0, ""14"": 0.0, ""94"": 0.0, ""32"": 0.0, ""20"": 0.0}}"
51,foolsgold,foolsgold,"[58, 53, 17, 93, 55]","[3, 61, 21, 32, 20]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""61"": 0.0, ""21"": 0.0, ""58"": 1.0, ""32"": 0.0, ""20"": 0.0, ""53"": 1.0, ""17"": 1.0, ""93"": 1.0, ""55"": 1.0}}"
52,foolsgold,foolsgold,"[43, 65, 16, 82]","[3, 38, 56, 79, 66, 75]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""38"": 0.0, ""56"": 0.0, ""79"": 0.0, ""43"": 1.0, ""65"": 0.9251186523788879, ""66"": 0.0, ""16"": 0.524975632063313, ""75"": 0.0, ""82"": 1.0}}"
53,foolsgold,foolsgold,"[2, 98, 50, 69, 38]","[58, 82, 91, 59, 97]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""98"": 1.0, ""50"": 1.0, ""69"": 1.0, ""58"": 0.0, ""82"": 0.0, ""91"": 0.0, ""59"": 0.0, ""97"": 0.0, ""38"": 1.0}}"
54,foolsgold,foolsgold,"[74, 10]","[4, 88, 20, 38, 35, 78, 79, 25]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""88"": 0.0, ""20"": 0.0, ""74"": 1.0, ""38"": 0.0, ""35"": 0.0, ""78"": 0.0, ""79"": 0.0, ""25"": 0.0, ""10"": 1.0}}"
55,foolsgold,foolsgold,"[1, 54, 45, 52]","[63, 82, 64, 21, 94, 97]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""54"": 1.0, ""63"": 0.0, ""45"": 1.0, ""82"": 0.0, ""64"": 0.0, ""21"": 0.0, ""94"": 0.0, ""97"": 0.0, ""52"": 1.0}}"
56,foolsgold,foolsgold,"[65, 34, 91, 78, 88, 43, 52]","[3, 0, 30]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""65"": 1.0, ""34"": 1.0, ""91"": 1.0, ""78"": 1.0, ""0"": 0.0, ""88"": 1.0, ""43"": 0.9081875238595976, ""30"": 0.0, ""52"": 0.9545594933410797}}"
57,foolsgold,foolsgold,"[83, 65, 24, 5]","[3, 57, 27, 98, 25, 10]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""57"": 0.0, ""83"": 1.0, ""65"": 1.0, ""27"": 0.0, ""98"": 0.0, ""24"": 1.0, ""5"": 1.0, ""25"": 0.0, ""10"": 0.0}}"
58,foolsgold,foolsgold,"[16, 92, 62, 58, 77]","[3, 27, 14, 1, 44]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""16"": 0.6931224008935559, ""92"": 1.0, ""27"": 0.0, ""14"": 0.0, ""62"": 1.0, ""58"": 1.0, ""77"": 1.0, ""1"": 0.0, ""44"": 0.0}}"
59,foolsgold,foolsgold,"[39, 6, 88, 69, 29, 26]","[1, 27, 71, 25]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""39"": 1.0, ""6"": 1.0, ""27"": 0.0, ""71"": 0.0, ""88"": 1.0, ""69"": 1.0, ""29"": 0.8209844285230176, ""25"": 0.0, ""26"": 1.0}}"
60,foolsgold,foolsgold,"[84, 41, 86, 94]","[0, 13, 66, 3, 14, 51]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""84"": 1.0, ""41"": 1.0, ""86"": 1.0, ""94"": 1.0, ""13"": 0.0, ""66"": 0.0, ""3"": 0.0, ""14"": 0.0, ""51"": 0.0}}"
61,foolsgold,foolsgold,"[70, 55, 69]","[3, 36, 1, 21, 32, 18, 8]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""36"": 0.0, ""70"": 0.23365761870573615, ""1"": 0.0, ""21"": 0.0, ""32"": 0.0, ""55"": 1.0, ""18"": 0.0, ""69"": 0.3551091979596087, ""8"": 0.0}}"
62,foolsgold,foolsgold,"[0, 29, 65, 95, 47]","[77, 68, 89, 79, 83]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.09593614301810466, ""77"": 0.0, ""29"": 0.09593614301810466, ""65"": 0.2271515788938241, ""68"": 0.0, ""89"": 0.0, ""95"": 1.0, ""79"": 0.0, ""83"": 0.0, ""47"": 1.0}}"
63,foolsgold,foolsgold,"[15, 46, 31, 70]","[1, 10, 36, 86, 73, 62]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""10"": 0.0, ""15"": 0.536750791296255, ""46"": 1.0, ""36"": 0.0, ""86"": 0.0, ""31"": 1.0, ""73"": 0.0, ""62"": 0.0, ""70"": 1.0}}"
64,foolsgold,foolsgold,"[47, 63, 41, 75]","[0, 32, 34, 12, 11, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""47"": 1.0, ""63"": 1.0, ""32"": 0.0, ""34"": 0.0, ""12"": 0.0, ""41"": 1.0, ""75"": 0.10661938341810462, ""11"": 0.0, ""3"": 0.0}}"
65,foolsgold,foolsgold,"[55, 65, 54, 46]","[3, 1, 24, 31, 92, 49]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""55"": 1.0, ""1"": 0.0, ""65"": 0.5515938828599833, ""54"": 1.0, ""24"": 0.0, ""31"": 0.0, ""92"": 0.0, ""49"": 0.0, ""46"": 0.5515938828599833}}"
66,foolsgold,foolsgold,"[0, 38, 51, 5, 19, 53, 84, 40]","[23, 64]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""38"": 0.6659074109305356, ""51"": 1.0, ""5"": 1.0, ""19"": 1.0, ""53"": 1.0, ""84"": 1.0, ""23"": 0.0, ""40"": 1.0, ""64"": 0.0}}"
67,foolsgold,foolsgold,"[82, 78, 19]","[4, 17, 44, 14, 71, 90, 55]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""82"": 1.0, ""78"": 1.0, ""17"": 0.0, ""19"": 1.0, ""44"": 0.0, ""14"": 0.0, ""71"": 0.0, ""90"": 0.0, ""55"": 0.0}}"
68,foolsgold,foolsgold,"[6, 54, 17, 9, 68, 38]","[0, 32, 44, 8]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""32"": 0.0, ""44"": 0.0, ""6"": 1.0, ""54"": 1.0, ""17"": 1.0, ""9"": 1.0, ""8"": 0.0, ""68"": 0.6090133047092046, ""38"": 0.6090133047092046}}"
69,foolsgold,foolsgold,"[62, 84]","[0, 10, 42, 79, 75, 64, 3, 51]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""10"": 0.0, ""42"": 0.0, ""62"": 1.0, ""79"": 0.0, ""75"": 0.0, ""64"": 0.0, ""84"": 1.0, ""3"": 0.0, ""51"": 0.0}}"
70,foolsgold,foolsgold,"[1, 9, 5, 73, 62, 83]","[91, 79, 68, 46]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""91"": 0.0, ""79"": 0.0, ""68"": 0.0, ""9"": 1.0, ""5"": 1.0, ""73"": 1.0, ""62"": 0.35453253937021845, ""83"": 0.5871004485109829, ""46"": 0.0}}"
71,foolsgold,foolsgold,"[1, 68, 51, 54, 48, 7]","[55, 69, 28, 71]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""55"": 0.0, ""68"": 0.6552534458016582, ""51"": 0.006936718975107392, ""54"": 1.0, ""48"": 0.6552534458016582, ""7"": 1.0, ""69"": 0.0, ""28"": 0.0, ""71"": 0.0}}"
72,foolsgold,foolsgold,"[0, 51, 72, 15, 38]","[98, 87, 21, 6, 57]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.2787680874997467, ""98"": 0.0, ""51"": 0.9263639890471207, ""72"": 1.0, ""87"": 0.0, ""21"": 0.0, ""15"": 0.2787680874997467, ""38"": 0.48088256763500775, ""6"": 0.0, ""57"": 0.0}}"
73,foolsgold,foolsgold,"[7, 68, 88, 11]","[1, 61, 26, 59, 36, 97]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""61"": 0.0, ""26"": 0.0, ""7"": 0.6537762333493747, ""68"": 1.0, ""88"": 1.0, ""59"": 0.0, ""11"": 0.6537762333493747, ""36"": 0.0, ""97"": 0.0}}"
74,foolsgold,foolsgold,"[75, 80, 7]","[1, 3, 25, 2, 78, 20, 4]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""75"": 1.0, ""3"": 0.0, ""25"": 0.0, ""80"": 1.0, ""2"": 0.0, ""78"": 0.0, ""20"": 0.0, ""4"": 0.0, ""7"": 1.0}}"
75,foolsgold,foolsgold,"[95, 51, 84]","[2, 86, 23, 6, 62, 0, 81]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""95"": 1.0, ""86"": 0.0, ""51"": 1.0, ""23"": 0.0, ""6"": 0.0, ""62"": 0.0, ""0"": 0.0, ""81"": 0.0, ""84"": 1.0}}"
76,foolsgold,foolsgold,"[2, 37, 84, 58, 80, 92]","[64, 66, 42, 67]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""64"": 0.0, ""37"": 0.015405818141604577, ""66"": 0.0, ""42"": 0.0, ""84"": 1.0, ""58"": 1.0, ""80"": 0.015405818141604577, ""67"": 0.0, ""92"": 1.0}}"
