epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
11,deepsight,success,"[2, 44, 50, 12, 72, 26, 19, 56, 93, 20]","[2, 44, 50, 12, 72, 26, 19, 56, 93, 20]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0011_deepsight.pkl
12,deepsight,success,"[0, 57, 21, 61, 10, 20, 51, 25, 27, 40]","[0, 57, 21, 61, 10, 20, 51, 25, 27, 40]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0012_deepsight.pkl
13,deepsight,success,"[0, 75, 82, 38, 98, 50, 69, 58, 91, 59]","[0, 75, 82, 38, 98, 50, 69, 58, 91, 59]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0013_deepsight.pkl
14,deepsight,success,"[1, 98, 24, 5, 25, 10, 51, 16, 92, 27]","[1, 98, 24, 5, 25, 10, 51, 16, 92, 27]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0014_deepsight.pkl
15,deepsight,success,"[1, 69, 8, 16, 77, 29, 65, 68, 89, 95]","[1, 69, 8, 16, 77, 29, 65, 68, 89, 95]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0015_deepsight.pkl
16,deepsight,success,"[3, 46, 8, 38, 51, 5, 19, 53, 84, 23]","[3, 46, 8, 38, 51, 5, 19, 53, 84, 23]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0016_deepsight.pkl
17,deepsight,success,"[0, 51, 18, 91, 79, 68, 9, 5, 73, 62]","[0, 51, 18, 91, 79, 68, 9, 5, 62]",[73],10,9,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0017_deepsight.pkl
18,deepsight,success,"[4, 2, 25, 80, 1, 78, 20, 3, 7, 44]","[4, 2, 25, 80, 1, 78, 20, 3, 7, 44]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0018_deepsight.pkl
19,deepsight,success,"[1, 20, 77, 27, 23, 18, 74, 59, 86, 87]","[1, 20, 77, 27, 23, 18, 74, 59, 86, 87]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0019_deepsight.pkl
20,deepsight,success,"[2, 97, 55, 28, 52, 53, 77, 67, 31, 62]","[2, 97, 55, 28, 52, 53, 77, 67, 31, 62]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0020_deepsight.pkl
21,deepsight,success,"[4, 91, 65, 0, 37, 25, 27, 31, 15, 97]","[4, 91, 65, 0, 37, 25, 27, 31, 15, 97]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0021_deepsight.pkl
22,deepsight,success,"[1, 98, 50, 52, 30, 15, 49, 13, 38, 7]","[1, 98, 50, 52, 30, 15, 49, 13, 38, 7]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0022_deepsight.pkl
23,deepsight,success,"[3, 30, 82, 46, 21, 54, 29, 47, 77, 48]","[3, 30, 82, 46, 21, 54, 29, 47, 77, 48]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0023_deepsight.pkl
24,deepsight,success,"[3, 37, 11, 86, 39, 75, 6, 48, 61, 64]","[3, 37, 11, 86, 39, 75, 6, 48, 61, 64]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0024_deepsight.pkl
25,deepsight,success,"[0, 12, 9, 34, 21, 93, 15, 38, 90, 65]","[0, 12, 9, 34, 21, 93, 15, 38, 90, 65]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0025_deepsight.pkl
26,deepsight,success,"[0, 84, 12, 64, 52, 60, 4, 50, 14, 27]","[0, 84, 12, 64, 52, 60, 4, 50, 14, 27]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0026_deepsight.pkl
27,deepsight,success,"[4, 9, 86, 84, 95, 41, 38, 17, 52, 93]","[4, 9, 86, 84, 95, 41, 38, 17, 52, 93]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0027_deepsight.pkl
28,deepsight,success,"[3, 38, 17, 96, 10, 11, 55, 66, 34, 52]","[3, 38, 17, 96, 10, 11, 55, 66, 34, 52]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0028_deepsight.pkl
29,deepsight,success,"[3, 5, 42, 83, 37, 14, 13, 89, 28, 61]","[3, 5, 42, 83, 37, 14, 13, 89, 28, 61]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0029_deepsight.pkl
30,deepsight,success,"[0, 36, 14, 90, 87, 42, 82, 37, 63, 40]","[0, 36, 14, 90, 87, 42, 82, 37, 63, 40]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0030_deepsight.pkl
31,deepsight,success,"[3, 2, 11, 96, 15, 67, 42, 80, 51, 72]","[3, 2, 11, 96, 15, 67, 42, 80, 51, 72]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0031_deepsight.pkl
32,deepsight,success,"[3, 27, 95, 78, 82, 23, 37, 10, 55, 13]","[3, 27, 95, 78, 82, 23, 37, 10, 55, 13]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0032_deepsight.pkl
33,deepsight,success,"[1, 27, 31, 11, 24, 43, 50, 63, 64, 18]","[1, 27, 31, 11, 24, 43, 50, 63, 64, 18]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0033_deepsight.pkl
34,deepsight,success,"[2, 93, 20, 1, 78, 33, 24, 5, 57, 77]","[2, 93, 20, 1, 78, 33, 24, 5, 57, 77]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0034_deepsight.pkl
35,deepsight,success,"[1, 63, 27, 59, 75, 45, 20, 29, 67, 93]","[1, 63, 27, 59, 75, 45, 20, 29, 67, 93]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0035_deepsight.pkl
36,deepsight,success,"[4, 37, 92, 94, 14, 22, 28, 18, 17, 24]","[4, 37, 92, 94, 14, 22, 28, 18, 17, 24]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0036_deepsight.pkl
37,deepsight,success,"[3, 95, 71, 24, 18, 49, 84, 7, 67, 0]","[3, 95, 71, 24, 18, 49, 84, 7, 67, 0]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0037_deepsight.pkl
38,deepsight,success,"[3, 8, 86, 33, 74, 35, 51, 22, 40, 47]","[3, 8, 86, 33, 74, 35, 51, 22, 40, 47]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0038_deepsight.pkl
39,deepsight,success,"[4, 36, 63, 62, 76, 71, 98, 22, 44, 66]","[4, 36, 63, 62, 76, 71, 98, 22, 44, 66]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0039_deepsight.pkl
40,deepsight,success,"[4, 43, 44, 96, 29, 3, 77, 32, 63, 27]","[4, 43, 44, 96, 29, 3, 77, 32, 63, 27]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0040_deepsight.pkl
41,deepsight,success,"[0, 62, 19, 13, 51, 24, 35, 58, 89, 39]","[0, 62, 19, 13, 51, 24, 35, 58, 89, 39]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0041_deepsight.pkl
42,deepsight,success,"[1, 41, 90, 42, 2, 69, 13, 73, 78, 97]","[1, 41, 90, 42, 2, 69, 13, 73, 78, 97]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0042_deepsight.pkl
43,deepsight,success,"[0, 94, 51, 83, 64, 41, 77, 95, 87, 32]","[0, 94, 51, 83, 64, 41, 77, 95, 87, 32]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0043_deepsight.pkl
44,deepsight,success,"[2, 5, 3, 38, 92, 53, 33, 46, 80, 60]","[2, 5, 3, 38, 92, 53, 33, 46, 80, 60]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0044_deepsight.pkl
45,deepsight,success,"[4, 43, 95, 11, 12, 65, 15, 22, 86, 14]","[4, 43, 95, 11, 12, 65, 15, 22, 86, 14]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0045_deepsight.pkl
46,deepsight,success,"[1, 99, 13, 81, 6, 89, 30, 21, 90, 32]","[1, 99, 13, 81, 6, 89, 30, 21, 90, 32]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0046_deepsight.pkl
47,deepsight,success,"[0, 12, 31, 57, 81, 17, 35, 96, 88, 36]","[0, 12, 31, 57, 81, 17, 35, 96, 88, 36]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0047_deepsight.pkl
48,deepsight,success,"[4, 2, 83, 62, 97, 32, 51, 86, 82, 87]","[4, 2, 83, 62, 97, 32, 51, 86, 82, 87]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0048_deepsight.pkl
49,deepsight,success,"[3, 89, 52, 97, 8, 79, 11, 76, 16, 77]","[3, 89, 52, 97, 8, 79, 11, 76, 16, 77]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0049_deepsight.pkl
50,deepsight,success,"[3, 6, 85, 39, 36, 58, 62, 15, 35, 5]","[3, 6, 85, 39, 36, 58, 62, 15, 35, 5]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0050_deepsight.pkl
51,deepsight,success,"[4, 35, 46, 44, 94, 91, 86, 84, 61, 50]","[4, 35, 46, 44, 94, 91, 86, 84, 61, 50]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0051_deepsight.pkl
52,deepsight,success,"[4, 75, 35, 21, 95, 83, 55, 52, 2, 31]","[4, 75, 35, 21, 95, 83, 55, 52, 2, 31]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0052_deepsight.pkl
53,deepsight,success,"[4, 33, 18, 36, 63, 14, 54, 37, 73, 9]","[4, 33, 18, 36, 63, 14, 54, 37, 73, 9]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0053_deepsight.pkl
54,deepsight,success,"[0, 62, 86, 6, 3, 68, 9, 26, 28, 97]","[0, 62, 86, 6, 3, 68, 9, 26, 28, 97]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0054_deepsight.pkl
55,deepsight,success,"[0, 32, 9, 14, 70, 20, 71, 60, 77, 13]","[0, 32, 9, 14, 70, 20, 71, 60, 77, 13]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0055_deepsight.pkl
56,deepsight,success,"[2, 21, 68, 65, 39, 50, 32, 61, 93, 62]","[2, 21, 68, 65, 39, 50, 32, 61, 93, 62]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0056_deepsight.pkl
57,deepsight,success,"[2, 87, 90, 66, 32, 89, 60, 19, 51, 72]","[2, 87, 90, 66, 32, 89, 60, 19, 51, 72]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0057_deepsight.pkl
58,deepsight,success,"[3, 91, 22, 77, 49, 80, 41, 24, 96, 37]","[3, 91, 22, 77, 49, 80, 41, 24, 96, 37]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0058_deepsight.pkl
59,deepsight,success,"[3, 68, 13, 38, 80, 51, 29, 46, 41, 4]","[3, 68, 13, 38, 80, 51, 29, 46, 41, 4]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0059_deepsight.pkl
60,deepsight,success,"[3, 4, 64, 30, 0, 24, 14, 91, 90, 57]","[3, 4, 64, 30, 0, 24, 14, 91, 90, 57]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0060_deepsight.pkl
61,deepsight,success,"[3, 43, 35, 89, 76, 55, 52, 7, 22, 84]","[3, 43, 35, 89, 76, 55, 52, 7, 22, 84]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0061_deepsight.pkl
62,deepsight,success,"[4, 25, 90, 36, 97, 64, 63, 78, 56, 54]","[4, 25, 90, 36, 97, 64, 63, 78, 56, 54]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0062_deepsight.pkl
63,deepsight,success,"[3, 64, 14, 15, 39, 72, 13, 49, 8, 48]","[3, 64, 14, 15, 39, 72, 13, 49, 8, 48]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0063_deepsight.pkl
64,deepsight,success,"[4, 69, 8, 90, 45, 6, 9, 43, 16, 30]","[4, 69, 8, 90, 45, 6, 9, 43, 16, 30]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0064_deepsight.pkl
65,deepsight,success,"[3, 69, 10, 34, 29, 55, 47, 74, 61, 20]","[3, 69, 10, 34, 29, 55, 47, 74, 61, 20]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0065_deepsight.pkl
66,deepsight,success,"[3, 71, 33, 23, 65, 37, 48, 47, 59, 56]","[3, 71, 33, 23, 65, 37, 48, 47, 59, 56]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0066_deepsight.pkl
67,deepsight,success,"[2, 80, 63, 69, 29, 26, 55, 60, 36, 89]","[2, 80, 63, 69, 29, 26, 55, 60, 36, 89]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0067_deepsight.pkl
68,deepsight,success,"[0, 96, 2, 72, 70, 5, 20, 46, 63, 85]","[0, 96, 2, 72, 70, 5, 20, 46, 63, 85]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0068_deepsight.pkl
69,deepsight,success,"[4, 51, 96, 25, 50, 7, 17, 47, 32, 49]","[96, 7]","[4, 51, 25, 50, 17, 47, 32, 49]",10,2,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_22.52.49_deepsight_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0069_deepsight.pkl
