epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
11,apra,success,"[2, 44, 50, 12, 72, 26, 19, 56, 93, 20]","[44, 50, 12, 72, 19, 56, 93, 20]","[2, 26]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0011_apra.pkl
12,apra,success,"[0, 57, 21, 61, 10, 20, 51, 25, 27, 40]","[21, 61, 20, 51, 25, 27, 40]","[0, 57, 10]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0012_apra.pkl
13,apra,success,"[0, 75, 82, 38, 98, 50, 69, 58, 91, 59]","[82, 38, 98, 50, 58, 91, 59]","[0, 75, 69]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0013_apra.pkl
14,apra,success,"[1, 98, 24, 5, 25, 10, 51, 16, 92, 27]","[5, 25, 51, 16, 92, 27]","[1, 98, 24, 10]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0014_apra.pkl
15,apra,success,"[1, 69, 8, 16, 77, 29, 65, 68, 89, 95]","[69, 8, 16, 77, 29, 65, 68, 89]","[1, 95]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0015_apra.pkl
16,apra,success,"[3, 46, 8, 38, 51, 5, 19, 53, 84, 23]","[46, 19, 53, 84, 23]","[3, 8, 38, 51, 5]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0016_apra.pkl
17,apra,success,"[0, 51, 18, 91, 79, 68, 9, 5, 73, 62]","[18, 91, 79, 68, 9, 5, 62]","[0, 51, 73]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0017_apra.pkl
18,apra,success,"[4, 2, 25, 80, 1, 78, 20, 3, 7, 44]","[25, 80, 78, 20, 44]","[4, 2, 1, 3, 7]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0018_apra.pkl
19,apra,success,"[1, 20, 77, 27, 23, 18, 74, 59, 86, 87]","[20, 77, 23, 18, 74, 59, 86, 87]","[1, 27]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0019_apra.pkl
20,apra,success,"[2, 97, 55, 28, 52, 53, 77, 67, 31, 62]","[55, 52, 53, 77, 67, 62]","[2, 97, 28, 31]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0020_apra.pkl
21,apra,success,"[4, 91, 65, 0, 37, 25, 27, 31, 15, 97]","[91, 65, 37, 25, 27, 15, 97]","[4, 0, 31]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0021_apra.pkl
22,apra,success,"[1, 98, 50, 52, 30, 15, 49, 13, 38, 7]","[50, 52, 49]","[1, 98, 30, 15, 13, 38, 7]",10,3,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0022_apra.pkl
23,apra,success,"[3, 30, 82, 46, 21, 54, 29, 47, 77, 48]","[30, 82, 46, 21, 29, 47, 77]","[3, 54, 48]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0023_apra.pkl
24,apra,success,"[3, 37, 11, 86, 39, 75, 6, 48, 61, 64]","[37, 11, 86, 39, 75, 6, 61, 64]","[3, 48]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0024_apra.pkl
25,apra,success,"[0, 12, 9, 34, 21, 93, 15, 38, 90, 65]","[34, 21, 15, 38, 90, 65]","[0, 12, 9, 93]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0025_apra.pkl
26,apra,success,"[0, 84, 12, 64, 52, 60, 4, 50, 14, 27]","[12, 64, 52, 60, 50, 14, 27]","[0, 84, 4]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0026_apra.pkl
27,apra,success,"[4, 9, 86, 84, 95, 41, 38, 17, 52, 93]","[9, 86, 84, 38, 17, 52, 93]","[4, 95, 41]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0027_apra.pkl
28,apra,success,"[3, 38, 17, 96, 10, 11, 55, 66, 34, 52]","[17, 10, 11, 55, 66, 34, 52]","[3, 38, 96]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0028_apra.pkl
29,apra,success,"[3, 5, 42, 83, 37, 14, 13, 89, 28, 61]","[83, 37, 14, 89, 28, 61]","[3, 5, 42, 13]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0029_apra.pkl
30,apra,success,"[0, 36, 14, 90, 87, 42, 82, 37, 63, 40]","[14, 90, 87, 82, 37, 63, 40]","[0, 36, 42]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0030_apra.pkl
31,apra,success,"[3, 2, 11, 96, 15, 67, 42, 80, 51, 72]","[11, 15, 67, 80, 51, 72]","[3, 2, 96, 42]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0031_apra.pkl
32,apra,success,"[3, 27, 95, 78, 82, 23, 37, 10, 55, 13]","[78, 82, 23, 37, 10, 55, 13]","[3, 27, 95]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0032_apra.pkl
33,apra,success,"[1, 27, 31, 11, 24, 43, 50, 63, 64, 18]","[27, 11, 24, 43, 50, 63, 64, 18]","[1, 31]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0033_apra.pkl
34,apra,success,"[2, 93, 20, 1, 78, 33, 24, 5, 57, 77]","[20, 78, 33, 5, 57, 77]","[2, 93, 1, 24]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0034_apra.pkl
35,apra,success,"[1, 63, 27, 59, 75, 45, 20, 29, 67, 93]","[63, 27, 75, 29, 67]","[1, 59, 45, 20, 93]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0035_apra.pkl
36,apra,success,"[4, 37, 92, 94, 14, 22, 28, 18, 17, 24]","[37, 92, 94, 14, 22, 28, 18, 24]","[4, 17]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0036_apra.pkl
37,apra,success,"[3, 95, 71, 24, 18, 49, 84, 7, 67, 0]","[24, 18, 49, 84, 7, 67]","[3, 95, 71, 0]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0037_apra.pkl
38,apra,success,"[3, 8, 86, 33, 74, 35, 51, 22, 40, 47]","[86, 33, 74, 35, 51, 22, 40, 47]","[3, 8]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0038_apra.pkl
39,apra,success,"[4, 36, 63, 62, 76, 71, 98, 22, 44, 66]","[63, 62, 76, 71, 98, 22, 66]","[4, 36, 44]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0039_apra.pkl
40,apra,success,"[4, 43, 44, 96, 29, 3, 77, 32, 63, 27]","[43, 44, 96, 29, 77, 63, 27]","[4, 3, 32]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0040_apra.pkl
41,apra,success,"[0, 62, 19, 13, 51, 24, 35, 58, 89, 39]","[13, 51, 24, 35, 58, 89, 39]","[0, 62, 19]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0041_apra.pkl
42,apra,success,"[1, 41, 90, 42, 2, 69, 13, 73, 78, 97]","[90, 42, 69, 13, 97]","[1, 41, 2, 73, 78]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0042_apra.pkl
43,apra,success,"[0, 94, 51, 83, 64, 41, 77, 95, 87, 32]","[51, 83, 64, 77, 87]","[0, 94, 41, 95, 32]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0043_apra.pkl
44,apra,success,"[2, 5, 3, 38, 92, 53, 33, 46, 80, 60]","[5, 38, 92, 33, 46, 80, 60]","[2, 3, 53]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0044_apra.pkl
45,apra,success,"[4, 43, 95, 11, 12, 65, 15, 22, 86, 14]","[43, 11, 12, 65, 15, 22, 86, 14]","[4, 95]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0045_apra.pkl
46,apra,success,"[1, 99, 13, 81, 6, 89, 30, 21, 90, 32]","[99, 13, 81, 6, 89, 21, 90]","[1, 30, 32]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0046_apra.pkl
47,apra,success,"[0, 12, 31, 57, 81, 17, 35, 96, 88, 36]","[31, 57, 81, 17, 35, 96, 36]","[0, 12, 88]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0047_apra.pkl
48,apra,success,"[4, 2, 83, 62, 97, 32, 51, 86, 82, 87]","[83, 51, 86, 87]","[4, 2, 62, 97, 32, 82]",10,4,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0048_apra.pkl
49,apra,success,"[3, 89, 52, 97, 8, 79, 11, 76, 16, 77]","[52, 8, 79, 11, 76, 16, 77]","[3, 89, 97]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0049_apra.pkl
50,apra,success,"[3, 6, 85, 39, 36, 58, 62, 15, 35, 5]","[39, 58, 62, 5]","[3, 6, 85, 36, 15, 35]",10,4,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0050_apra.pkl
51,apra,success,"[4, 35, 46, 44, 94, 91, 86, 84, 61, 50]","[44, 94, 86, 84, 61, 50]","[4, 35, 46, 91]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0051_apra.pkl
52,apra,success,"[4, 75, 35, 21, 95, 83, 55, 52, 2, 31]","[75, 35, 21, 95, 83, 55, 52]","[4, 2, 31]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0052_apra.pkl
53,apra,success,"[4, 33, 18, 36, 63, 14, 54, 37, 73, 9]","[18, 36, 63, 14, 37, 73]","[4, 33, 54, 9]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0053_apra.pkl
54,apra,success,"[0, 62, 86, 6, 3, 68, 9, 26, 28, 97]","[86, 6, 68, 9, 28]","[0, 62, 3, 26, 97]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0054_apra.pkl
55,apra,success,"[0, 32, 9, 14, 70, 20, 71, 60, 77, 13]","[9, 70, 71, 60, 77]","[0, 32, 14, 20, 13]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0055_apra.pkl
56,apra,success,"[2, 21, 68, 65, 39, 50, 32, 61, 93, 62]","[65, 39, 50, 61, 93]","[2, 21, 68, 32, 62]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0056_apra.pkl
57,apra,success,"[2, 87, 90, 66, 32, 89, 60, 19, 51, 72]","[90, 66, 89, 60, 51, 72]","[2, 87, 32, 19]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0057_apra.pkl
58,apra,success,"[3, 91, 22, 77, 49, 80, 41, 24, 96, 37]","[77, 49, 80, 24, 96, 37]","[3, 91, 22, 41]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0058_apra.pkl
59,apra,success,"[3, 68, 13, 38, 80, 51, 29, 46, 41, 4]","[68, 13, 38, 80, 51, 29, 41]","[3, 46, 4]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0059_apra.pkl
60,apra,success,"[3, 4, 64, 30, 0, 24, 14, 91, 90, 57]","[64, 24, 14, 91, 90, 57]","[3, 4, 30, 0]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0060_apra.pkl
61,apra,success,"[3, 43, 35, 89, 76, 55, 52, 7, 22, 84]","[35, 89, 76, 52, 7, 22, 84]","[3, 43, 55]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0061_apra.pkl
62,apra,success,"[4, 25, 90, 36, 97, 64, 63, 78, 56, 54]","[25, 90, 36, 97, 64, 63, 78, 56]","[4, 54]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0062_apra.pkl
63,apra,success,"[3, 64, 14, 15, 39, 72, 13, 49, 8, 48]","[14, 15, 39, 72, 13, 49, 8]","[3, 64, 48]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0063_apra.pkl
64,apra,success,"[4, 69, 8, 90, 45, 6, 9, 43, 16, 30]","[69, 8, 90, 6, 9, 43, 16, 30]","[4, 45]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0064_apra.pkl
65,apra,success,"[3, 69, 10, 34, 29, 55, 47, 74, 61, 20]","[69, 34, 29, 55, 74, 61, 20]","[3, 10, 47]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0065_apra.pkl
66,apra,success,"[3, 71, 33, 23, 65, 37, 48, 47, 59, 56]","[71, 33, 23, 65, 37, 47, 59, 56]","[3, 48]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_00.10.02_apra_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0066_apra.pkl
