epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
29,clip,success,"[3, 5, 42, 83, 37, 14, 13, 89, 28, 61]","[3, 5, 42, 83, 37, 14, 13, 89, 28, 61]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0029_clip.pkl
30,clip,success,"[0, 36, 14, 90, 87, 42, 82, 37, 63, 40]","[0, 36, 14, 90, 87, 42, 82, 37, 63, 40]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0030_clip.pkl
31,clip,success,"[3, 2, 11, 96, 15, 67, 42, 80, 51, 72]","[3, 2, 11, 96, 15, 67, 42, 80, 51, 72]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0031_clip.pkl
32,clip,success,"[3, 27, 95, 78, 82, 23, 37, 10, 55, 13]","[3, 27, 95, 78, 82, 23, 37, 10, 55, 13]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0032_clip.pkl
33,clip,success,"[1, 27, 31, 11, 24, 43, 50, 63, 64, 18]","[1, 27, 31, 11, 24, 43, 50, 63, 64, 18]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0033_clip.pkl
34,clip,success,"[2, 93, 20, 1, 78, 33, 24, 5, 57, 77]","[2, 93, 20, 1, 78, 33, 24, 5, 57, 77]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0034_clip.pkl
35,clip,success,"[1, 63, 27, 59, 75, 45, 20, 29, 67, 93]","[1, 63, 27, 59, 75, 45, 20, 29, 67, 93]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0035_clip.pkl
36,clip,success,"[4, 37, 92, 94, 14, 22, 28, 18, 17, 24]","[4, 37, 92, 94, 14, 22, 28, 18, 17, 24]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0036_clip.pkl
37,clip,success,"[3, 95, 71, 24, 18, 49, 84, 7, 67, 0]","[3, 95, 71, 24, 18, 49, 84, 7, 67, 0]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0037_clip.pkl
38,clip,success,"[3, 8, 86, 33, 74, 35, 51, 22, 40, 47]","[3, 8, 86, 33, 74, 35, 51, 22, 40, 47]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0038_clip.pkl
39,clip,success,"[4, 36, 63, 62, 76, 71, 98, 22, 44, 66]","[4, 36, 63, 62, 76, 71, 98, 22, 44, 66]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0039_clip.pkl
40,clip,success,"[4, 43, 44, 96, 29, 3, 77, 32, 63, 27]","[4, 43, 44, 96, 29, 3, 77, 32, 63, 27]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0040_clip.pkl
41,clip,success,"[0, 62, 19, 13, 51, 24, 35, 58, 89, 39]","[0, 62, 19, 13, 51, 24, 35, 58, 89, 39]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0041_clip.pkl
42,clip,success,"[1, 41, 90, 42, 2, 69, 13, 73, 78, 97]","[1, 41, 90, 42, 2, 69, 13, 73, 78, 97]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0042_clip.pkl
43,clip,success,"[0, 94, 51, 83, 64, 41, 77, 95, 87, 32]","[0, 94, 51, 83, 64, 41, 77, 95, 87, 32]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0043_clip.pkl
44,clip,success,"[2, 5, 3, 38, 92, 53, 33, 46, 80, 60]","[2, 5, 3, 38, 92, 53, 33, 46, 80, 60]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0044_clip.pkl
45,clip,success,"[4, 43, 95, 11, 12, 65, 15, 22, 86, 14]","[4, 43, 95, 11, 12, 65, 15, 22, 86, 14]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0045_clip.pkl
46,clip,success,"[1, 99, 13, 81, 6, 89, 30, 21, 90, 32]","[1, 99, 13, 81, 6, 89, 30, 21, 90, 32]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0046_clip.pkl
47,clip,success,"[0, 12, 31, 57, 81, 17, 35, 96, 88, 36]","[0, 12, 31, 57, 81, 17, 35, 96, 88, 36]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0047_clip.pkl
48,clip,success,"[4, 2, 83, 62, 97, 32, 51, 86, 82, 87]","[4, 2, 83, 62, 97, 32, 51, 86, 82, 87]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0048_clip.pkl
49,clip,success,"[3, 89, 52, 97, 8, 79, 11, 76, 16, 77]","[3, 89, 52, 97, 8, 79, 11, 76, 16, 77]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0049_clip.pkl
50,clip,success,"[3, 6, 85, 39, 36, 58, 62, 15, 35, 5]","[3, 6, 85, 39, 36, 58, 62, 15, 35, 5]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0050_clip.pkl
51,clip,success,"[4, 35, 46, 44, 94, 91, 86, 84, 61, 50]","[4, 35, 46, 44, 94, 91, 86, 84, 61, 50]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0051_clip.pkl
52,clip,success,"[4, 75, 35, 21, 95, 83, 55, 52, 2, 31]","[4, 75, 35, 21, 95, 83, 55, 52, 2, 31]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0052_clip.pkl
53,clip,success,"[4, 33, 18, 36, 63, 14, 54, 37, 73, 9]","[4, 33, 18, 36, 63, 14, 54, 37, 73, 9]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0053_clip.pkl
54,clip,success,"[0, 62, 86, 6, 3, 68, 9, 26, 28, 97]","[0, 62, 86, 6, 3, 68, 9, 26, 28, 97]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0054_clip.pkl
55,clip,success,"[0, 32, 9, 14, 70, 20, 71, 60, 77, 13]","[0, 32, 9, 14, 70, 20, 71, 60, 77, 13]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0055_clip.pkl
56,clip,success,"[2, 21, 68, 65, 39, 50, 32, 61, 93, 62]","[2, 21, 68, 65, 39, 50, 32, 61, 93, 62]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0056_clip.pkl
57,clip,success,"[2, 87, 90, 66, 32, 89, 60, 19, 51, 72]","[2, 87, 90, 66, 32, 89, 60, 19, 51, 72]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0057_clip.pkl
58,clip,success,"[3, 91, 22, 77, 49, 80, 41, 24, 96, 37]","[3, 91, 22, 77, 49, 80, 41, 24, 96, 37]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0058_clip.pkl
59,clip,success,"[3, 68, 13, 38, 80, 51, 29, 46, 41, 4]","[3, 68, 13, 38, 80, 51, 29, 46, 41, 4]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0059_clip.pkl
60,clip,success,"[3, 4, 64, 30, 0, 24, 14, 91, 90, 57]","[3, 4, 64, 30, 0, 24, 14, 91, 90, 57]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0060_clip.pkl
61,clip,success,"[3, 43, 35, 89, 76, 55, 52, 7, 22, 84]","[3, 43, 35, 89, 76, 55, 52, 7, 22, 84]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0061_clip.pkl
62,clip,success,"[4, 25, 90, 36, 97, 64, 63, 78, 56, 54]","[4, 25, 90, 36, 97, 64, 63, 78, 56, 54]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0062_clip.pkl
63,clip,success,"[3, 64, 14, 15, 39, 72, 13, 49, 8, 48]","[3, 64, 14, 15, 39, 72, 13, 49, 8, 48]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0063_clip.pkl
64,clip,success,"[4, 69, 8, 90, 45, 6, 9, 43, 16, 30]","[4, 69, 8, 90, 45, 6, 9, 43, 16, 30]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0064_clip.pkl
65,clip,success,"[3, 69, 10, 34, 29, 55, 47, 74, 61, 20]","[3, 69, 10, 34, 29, 55, 47, 74, 61, 20]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0065_clip.pkl
66,clip,success,"[3, 71, 33, 23, 65, 37, 48, 47, 59, 56]","[3, 71, 33, 23, 65, 37, 48, 47, 59, 56]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0066_clip.pkl
67,clip,success,"[2, 80, 63, 69, 29, 26, 55, 60, 36, 89]","[2, 80, 63, 69, 29, 26, 55, 60, 36, 89]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0067_clip.pkl
68,clip,success,"[0, 96, 2, 72, 70, 5, 20, 46, 63, 85]","[0, 96, 2, 72, 70, 5, 20, 46, 63, 85]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0068_clip.pkl
69,clip,success,"[4, 51, 96, 25, 50, 7, 17, 47, 32, 49]","[4, 51, 96, 25, 50, 7, 17, 47, 32, 49]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0069_clip.pkl
70,clip,success,"[0, 7, 82, 1, 56, 50, 42, 70, 38, 66]","[0, 7, 82, 1, 56, 50, 42, 70, 38, 66]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0070_clip.pkl
71,clip,success,"[4, 7, 82, 41, 96, 71, 32, 8, 34, 61]","[4, 7, 82, 41, 96, 71, 32, 8, 34, 61]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0071_clip.pkl
72,clip,success,"[4, 37, 24, 63, 40, 3, 49, 21, 66, 22]","[4, 37, 24, 63, 40, 3, 49, 21, 66, 22]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0072_clip.pkl
73,clip,success,"[2, 1, 93, 47, 16, 27, 80, 96, 89, 68]","[2, 1, 93, 47, 16, 27, 80, 96, 89, 68]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0073_clip.pkl
74,clip,success,"[3, 29, 66, 60, 79, 26, 6, 73, 20, 87]","[3, 29, 66, 60, 79, 26, 6, 73, 20, 87]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0074_clip.pkl
75,clip,success,"[4, 37, 25, 56, 39, 27, 55, 45, 87, 89]","[4, 37, 25, 56, 39, 27, 55, 45, 87, 89]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0075_clip.pkl
76,clip,success,"[0, 17, 26, 2, 36, 20, 27, 31, 29, 89]","[0, 17, 26, 2, 36, 20, 27, 31, 29, 89]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0076_clip.pkl
77,clip,success,"[3, 84, 20, 50, 6, 95, 21, 60, 41, 62]","[3, 84, 20, 50, 6, 95, 21, 60, 41, 62]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0077_clip.pkl
78,clip,success,"[0, 81, 88, 60, 47, 13, 68, 89, 51, 18]","[0, 81, 88, 60, 47, 13, 68, 89, 51, 18]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0078_clip.pkl
79,clip,success,"[4, 7, 40, 94, 21, 48, 22, 70, 87, 35]","[4, 7, 40, 94, 21, 48, 22, 70, 87, 35]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0079_clip.pkl
80,clip,success,"[4, 70, 45, 93, 34, 33, 68, 59, 71, 74]","[4, 70, 45, 93, 34, 33, 68, 59, 71, 74]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0080_clip.pkl
81,clip,success,"[1, 82, 4, 68, 64, 93, 72, 2, 90, 28]","[1, 82, 4, 68, 64, 93, 72, 2, 90, 28]",[],10,10,"[""clip""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_09.06.50_clip_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0081_clip.pkl
