epoch,method,stage,selected,rejected,human
13,foolsgold,foolsgold,"[95, 39]","[0, 60, 98, 75, 32, 15, 52, 49]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""60"": 0.0, ""95"": 1.0, ""98"": 0.0, ""39"": 1.0, ""75"": 0.0, ""32"": 0.0, ""15"": 0.0, ""52"": 0.0, ""49"": 0.0}}"
14,foolsgold,foolsgold,"[67, 86, 16, 55, 88, 15]","[0, 99, 12, 44]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""67"": 1.0, ""86"": 1.0, ""16"": 0.9385731671177381, ""55"": 1.0, ""99"": 0.0, ""88"": 1.0, ""15"": 1.0, ""12"": 0.0, ""44"": 0.0}}"
15,foolsgold,foolsgold,"[81, 49, 56, 12, 30, 83, 37, 91]","[2, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""81"": 0.6859957197916164, ""49"": 0.6859957197916164, ""56"": 1.0, ""12"": 1.0, ""30"": 1.0, ""83"": 1.0, ""37"": 1.0, ""3"": 0.0, ""91"": 1.0}}"
16,foolsgold,foolsgold,"[2, 84, 40, 43, 39]","[57, 85, 46, 6, 71]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""57"": 0.0, ""85"": 0.0, ""84"": 1.0, ""46"": 0.0, ""6"": 0.0, ""40"": 0.9670233128681525, ""43"": 0.9670233128681525, ""71"": 0.0, ""39"": 1.0}}"
17,foolsgold,foolsgold,"[83, 71, 76, 18, 17, 81, 62, 52]","[0, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""83"": 1.0, ""71"": 1.0, ""76"": 1.0, ""18"": 1.0, ""17"": 0.6467037055736466, ""81"": 1.0, ""62"": 0.6467037055736466, ""3"": 0.0, ""52"": 1.0}}"
18,foolsgold,foolsgold,"[4, 80, 5, 84, 50, 40, 78, 43]","[88, 31]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""80"": 1.0, ""88"": 0.0, ""5"": 0.326156966401115, ""84"": 1.0, ""50"": 0.326156966401115, ""40"": 0.5365765184663916, ""78"": 0.5068084544068415, ""31"": 0.0, ""43"": 1.0}}"
19,foolsgold,foolsgold,"[84, 45, 95, 90, 87, 51]","[3, 65, 6, 29]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""84"": 1.0, ""45"": 0.26288562155067907, ""95"": 1.0, ""90"": 0.21993112612930388, ""65"": 0.0, ""6"": 0.0, ""87"": 0.17593767863238718, ""29"": 0.0, ""51"": 1.0}}"
20,foolsgold,foolsgold,"[1, 52, 38, 22, 39, 47]","[72, 28, 63, 18]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""72"": 0.0, ""28"": 0.0, ""52"": 0.8636105400665974, ""38"": 0.2296667580043168, ""63"": 0.0, ""18"": 0.0, ""22"": 1.0, ""39"": 1.0, ""47"": 0.5528705829035895}}"
21,foolsgold,foolsgold,"[2, 99, 96, 5, 68, 29]","[66, 13, 63, 94]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.3683322244055353, ""99"": 1.0, ""66"": 0.0, ""96"": 1.0, ""13"": 0.0, ""63"": 0.0, ""5"": 1.0, ""68"": 1.0, ""94"": 0.0, ""29"": 0.3683322244055353}}"
22,foolsgold,foolsgold,"[1, 45, 9, 98, 99]","[38, 83, 86, 24, 34]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""45"": 1.0, ""9"": 1.0, ""98"": 0.9553247800451822, ""99"": 1.0, ""38"": 0.0, ""83"": 0.0, ""86"": 0.0, ""24"": 0.0, ""34"": 0.0}}"
23,foolsgold,foolsgold,"[2, 82, 79, 81, 91, 53, 52, 32]","[83, 90]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""83"": 0.0, ""82"": 1.0, ""79"": 1.0, ""81"": 1.0, ""91"": 1.0, ""53"": 1.0, ""52"": 1.0, ""90"": 0.0, ""32"": 1.0}}"
24,foolsgold,foolsgold,"[4, 5, 99, 34, 28, 76, 91]","[6, 94, 46]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""5"": 0.6565048166536733, ""99"": 0.7469178222801064, ""6"": 0.0, ""94"": 0.0, ""34"": 0.4906674578490559, ""46"": 0.0, ""28"": 0.958233415826863, ""76"": 0.4906674578490559, ""91"": 0.6565048166536733}}"
25,foolsgold,foolsgold,"[35, 90, 93, 70, 95, 54]","[4, 2, 71, 98]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""2"": 0.0, ""35"": 1.0, ""90"": 1.0, ""93"": 1.0, ""71"": 0.0, ""98"": 0.0, ""70"": 1.0, ""95"": 0.38752852512769226, ""54"": 0.38752852512769226}}"
26,foolsgold,foolsgold,"[22, 41, 39, 88, 74, 49]","[3, 81, 14, 1]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""81"": 0.0, ""22"": 1.0, ""41"": 0.2450489979288223, ""14"": 0.0, ""39"": 0.2450489979288223, ""1"": 0.0, ""88"": 1.0, ""74"": 1.0, ""49"": 0.19426105716260283}}"
27,foolsgold,foolsgold,"[0, 95, 7, 65, 58]","[57, 73, 75, 27, 10]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""95"": 1.0, ""57"": 0.0, ""7"": 1.0, ""73"": 0.0, ""75"": 0.0, ""65"": 1.0, ""58"": 1.0, ""27"": 0.0, ""10"": 0.0}}"
28,foolsgold,foolsgold,"[76, 15, 51, 69, 72, 14]","[3, 1, 65, 53]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""1"": 0.0, ""76"": 1.0, ""65"": 0.0, ""15"": 1.0, ""51"": 0.19288002535162135, ""53"": 0.0, ""69"": 1.0, ""72"": 1.0, ""14"": 0.19288002535162135}}"
29,foolsgold,foolsgold,"[30, 81, 70, 38, 49, 78, 14, 87]","[1, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""3"": 0.0, ""30"": 1.0, ""81"": 0.3654523494500139, ""70"": 1.0, ""38"": 0.6724578053372705, ""49"": 0.6724578053372705, ""78"": 1.0, ""14"": 0.3654523494500139, ""87"": 1.0}}"
30,foolsgold,foolsgold,"[1, 47, 7, 49, 33, 34, 53]","[71, 13, 42]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""71"": 0.0, ""13"": 0.0, ""47"": 1.0, ""7"": 1.0, ""49"": 0.8040841889210566, ""33"": 1.0, ""42"": 0.0, ""34"": 0.49645241403194756, ""53"": 1.0}}"
31,foolsgold,foolsgold,"[48, 45, 54]","[3, 20, 57, 30, 15, 29, 14]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""20"": 0.0, ""48"": 1.0, ""57"": 0.0, ""30"": 0.0, ""15"": 0.0, ""45"": 1.0, ""29"": 0.0, ""54"": 1.0, ""14"": 0.0}}"
32,foolsgold,foolsgold,"[1, 52, 76, 65, 58, 23, 99, 21]","[57, 51]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""57"": 0.0, ""52"": 1.0, ""76"": 0.46132917543580243, ""65"": 0.5941516439164116, ""58"": 0.02857732461254403, ""51"": 0.0, ""23"": 0.45462954270713196, ""99"": 0.02857732461254403, ""21"": 0.45462954270713196}}"
33,foolsgold,foolsgold,"[96, 82, 75, 40, 47]","[4, 46, 64, 63, 36]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""46"": 0.0, ""64"": 0.0, ""96"": 1.0, ""82"": 1.0, ""75"": 1.0, ""40"": 1.0, ""63"": 0.0, ""36"": 0.0, ""47"": 1.0}}"
34,foolsgold,foolsgold,"[0, 72, 8, 81, 73, 83, 65, 79, 58, 16]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.611167956148863, ""72"": 0.3138245881402585, ""8"": 1.0, ""81"": 1.0, ""73"": 1.0, ""83"": 0.8102775669588045, ""65"": 1.0, ""79"": 0.8102775669588045, ""58"": 0.3138245881402585, ""16"": 0.611167956148863}}"
35,foolsgold,foolsgold,"[84, 29, 12, 64]","[3, 30, 98, 44, 13, 55]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""30"": 0.0, ""84"": 1.0, ""29"": 0.1847370288316627, ""12"": 1.0, ""98"": 0.0, ""44"": 0.0, ""64"": 1.0, ""13"": 0.0, ""55"": 0.0}}"
36,foolsgold,foolsgold,"[23, 49, 11, 34, 33, 58]","[0, 36, 99, 12]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""36"": 0.0, ""23"": 1.0, ""49"": 1.0, ""11"": 0.30539050374555676, ""34"": 0.30539050374555676, ""99"": 0.0, ""33"": 1.0, ""58"": 0.9086617200488433, ""12"": 0.0}}"
37,foolsgold,foolsgold,"[43, 5, 14, 37]","[3, 34, 99, 48, 24, 56]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""43"": 1.0, ""5"": 1.0, ""34"": 0.0, ""99"": 0.0, ""14"": 0.7872037737571959, ""48"": 0.0, ""24"": 0.0, ""56"": 0.0, ""37"": 1.0}}"
38,foolsgold,foolsgold,"[2, 88, 85, 19, 37]","[65, 95, 82, 77, 54]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""88"": 1.0, ""85"": 1.0, ""65"": 0.0, ""95"": 0.0, ""82"": 0.0, ""19"": 1.0, ""77"": 0.0, ""54"": 0.0, ""37"": 1.0}}"
39,foolsgold,foolsgold,"[2, 33, 85, 87, 74, 15, 29, 94]","[12, 60]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0560194014996766, ""33"": 1.0, ""12"": 0.0, ""85"": 1.0, ""87"": 0.8406970875119144, ""74"": 1.0, ""15"": 0.0560194014996766, ""29"": 0.3645709423990099, ""94"": 0.3645709423990099, ""60"": 0.0}}"
40,foolsgold,foolsgold,"[33, 55]","[4, 6, 77, 65, 63, 18, 2, 78]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""6"": 0.0, ""33"": 1.0, ""77"": 0.0, ""65"": 0.0, ""63"": 0.0, ""55"": 1.0, ""18"": 0.0, ""2"": 0.0, ""78"": 0.0}}"
41,foolsgold,foolsgold,"[57, 32, 77, 95, 22]","[1, 71, 25, 51, 42]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""71"": 0.0, ""25"": 0.0, ""57"": 0.34827614192089784, ""32"": 0.7403808170001327, ""77"": 1.0, ""51"": 0.0, ""42"": 0.0, ""95"": 1.0, ""22"": 0.7403808170001327}}"
42,foolsgold,foolsgold,"[61, 86, 54, 91, 85]","[2, 23, 0, 63, 37]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""23"": 0.0, ""61"": 0.07175113128003463, ""86"": 1.0, ""54"": 1.0, ""0"": 0.0, ""91"": 1.0, ""63"": 0.0, ""37"": 0.0, ""85"": 1.0}}"
43,foolsgold,foolsgold,"[35, 22, 89, 16]","[0, 40, 56, 34, 98, 1]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""40"": 0.0, ""56"": 0.0, ""34"": 0.0, ""98"": 0.0, ""35"": 1.0, ""1"": 0.0, ""22"": 1.0, ""89"": 1.0, ""16"": 1.0}}"
44,foolsgold,foolsgold,"[46, 37, 20, 42, 50, 12, 72]","[1, 25, 44]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""46"": 0.21904505039955963, ""25"": 0.0, ""37"": 0.21904505039955963, ""20"": 0.19093788791242083, ""42"": 1.0, ""44"": 0.0, ""50"": 0.28690155911158927, ""12"": 0.3780740263923771, ""72"": 1.0}}"
45,foolsgold,foolsgold,"[1, 93, 12, 27, 33, 16]","[19, 56, 20, 69]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.18481857726451695, ""19"": 0.0, ""56"": 0.0, ""93"": 0.8777555187147178, ""20"": 0.0, ""12"": 0.8777555187147178, ""27"": 1.0, ""69"": 0.0, ""33"": 1.0, ""16"": 0.18481857726451695}}"
46,foolsgold,foolsgold,"[10, 46, 35, 17]","[2, 45, 1, 74, 86, 81]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""45"": 0.0, ""10"": 1.0, ""1"": 0.0, ""74"": 0.0, ""86"": 0.0, ""46"": 1.0, ""35"": 1.0, ""17"": 1.0, ""81"": 0.0}}"
47,foolsgold,foolsgold,"[19, 62, 52, 70, 65]","[2, 99, 44, 0, 48]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""99"": 0.0, ""19"": 0.1594351292327088, ""62"": 0.1412015562419372, ""44"": 0.0, ""0"": 0.0, ""48"": 0.0, ""52"": 0.1412015562419372, ""70"": 0.1594351292327088, ""65"": 1.0}}"
48,foolsgold,foolsgold,"[66, 83, 68, 23, 90, 57, 21]","[0, 36, 2]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""66"": 0.4027701035549386, ""36"": 0.0, ""83"": 1.0, ""68"": 1.0, ""23"": 1.0, ""90"": 1.0, ""2"": 0.0, ""57"": 0.4027701035549386, ""21"": 1.0}}"
49,foolsgold,foolsgold,"[40, 5, 89]","[3, 10, 20, 51, 25, 27, 85]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""10"": 0.0, ""20"": 0.0, ""51"": 0.0, ""25"": 0.0, ""27"": 0.0, ""40"": 0.8201241872412761, ""5"": 1.0, ""89"": 1.0, ""85"": 0.0}}"
50,foolsgold,foolsgold,"[1, 80, 28, 68]","[85, 63, 14, 94, 32, 20]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""85"": 0.0, ""80"": 1.0, ""28"": 1.0, ""63"": 0.0, ""68"": 1.0, ""14"": 0.0, ""94"": 0.0, ""32"": 0.0, ""20"": 0.0}}"
51,foolsgold,foolsgold,"[58, 53, 17, 93, 55]","[3, 61, 21, 32, 20]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""61"": 0.0, ""21"": 0.0, ""58"": 1.0, ""32"": 0.0, ""20"": 0.0, ""53"": 1.0, ""17"": 1.0, ""93"": 1.0, ""55"": 1.0}}"
52,foolsgold,foolsgold,"[43, 65, 16, 82]","[3, 38, 56, 79, 66, 75]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""38"": 0.0, ""56"": 0.0, ""79"": 0.0, ""43"": 1.0, ""65"": 0.8542657622791529, ""66"": 0.0, ""16"": 0.7819607194424361, ""75"": 0.0, ""82"": 1.0}}"
53,foolsgold,foolsgold,"[2, 98, 50, 69, 38]","[58, 82, 91, 59, 97]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""98"": 1.0, ""50"": 1.0, ""69"": 1.0, ""58"": 0.0, ""82"": 0.0, ""91"": 0.0, ""59"": 0.0, ""97"": 0.0, ""38"": 1.0}}"
54,foolsgold,foolsgold,"[74, 10]","[4, 88, 20, 38, 35, 78, 79, 25]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""88"": 0.0, ""20"": 0.0, ""74"": 1.0, ""38"": 0.0, ""35"": 0.0, ""78"": 0.0, ""79"": 0.0, ""25"": 0.0, ""10"": 1.0}}"
55,foolsgold,foolsgold,"[1, 54, 45, 52]","[63, 82, 64, 21, 94, 97]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""54"": 1.0, ""63"": 0.0, ""45"": 1.0, ""82"": 0.0, ""64"": 0.0, ""21"": 0.0, ""94"": 0.0, ""97"": 0.0, ""52"": 1.0}}"
56,foolsgold,foolsgold,"[65, 34, 91, 78, 88, 43, 52]","[3, 0, 30]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""65"": 1.0, ""34"": 1.0, ""91"": 1.0, ""78"": 1.0, ""0"": 0.0, ""88"": 1.0, ""43"": 0.8847423506024674, ""30"": 0.0, ""52"": 0.9243963245865303}}"
57,foolsgold,foolsgold,"[83, 65, 24, 5]","[3, 57, 27, 98, 25, 10]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""57"": 0.0, ""83"": 1.0, ""65"": 1.0, ""27"": 0.0, ""98"": 0.0, ""24"": 1.0, ""5"": 1.0, ""25"": 0.0, ""10"": 0.0}}"
58,foolsgold,foolsgold,"[16, 92, 62, 58, 77]","[3, 27, 14, 1, 44]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""16"": 0.6229470294765733, ""92"": 1.0, ""27"": 0.0, ""14"": 0.0, ""62"": 1.0, ""58"": 1.0, ""77"": 1.0, ""1"": 0.0, ""44"": 0.0}}"
59,foolsgold,foolsgold,"[39, 6, 88, 69, 29, 26]","[1, 27, 71, 25]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""39"": 1.0, ""6"": 1.0, ""27"": 0.0, ""71"": 0.0, ""88"": 1.0, ""69"": 1.0, ""29"": 0.7768163456717487, ""25"": 0.0, ""26"": 1.0}}"
60,foolsgold,foolsgold,"[84, 41, 86, 94]","[0, 13, 66, 3, 14, 51]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""84"": 1.0, ""41"": 1.0, ""86"": 1.0, ""94"": 1.0, ""13"": 0.0, ""66"": 0.0, ""3"": 0.0, ""14"": 0.0, ""51"": 0.0}}"
61,foolsgold,foolsgold,"[70, 55, 69]","[3, 36, 1, 21, 32, 18, 8]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""36"": 0.0, ""70"": 0.20146665112489487, ""1"": 0.0, ""21"": 0.0, ""32"": 0.0, ""55"": 1.0, ""18"": 0.0, ""69"": 0.317756495901647, ""8"": 0.0}}"
62,foolsgold,foolsgold,"[0, 29, 65, 95, 47]","[77, 68, 89, 79, 83]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.08150612330762586, ""77"": 0.0, ""29"": 0.08150612330762586, ""65"": 0.20138094173430093, ""68"": 0.0, ""89"": 0.0, ""95"": 1.0, ""79"": 0.0, ""83"": 0.0, ""47"": 1.0}}"
63,foolsgold,foolsgold,"[15, 46, 31, 70]","[1, 10, 36, 86, 73, 62]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""10"": 0.0, ""15"": 0.4314045226224078, ""46"": 1.0, ""36"": 0.0, ""86"": 0.0, ""31"": 1.0, ""73"": 0.0, ""62"": 0.0, ""70"": 1.0}}"
64,foolsgold,foolsgold,"[47, 63, 41, 75]","[0, 32, 34, 12, 11, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""47"": 1.0, ""63"": 1.0, ""32"": 0.0, ""34"": 0.0, ""12"": 0.0, ""41"": 1.0, ""75"": 0.19675774807790192, ""11"": 0.0, ""3"": 0.0}}"
65,foolsgold,foolsgold,"[55, 65, 54, 46]","[3, 1, 24, 31, 92, 49]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""55"": 1.0, ""1"": 0.0, ""65"": 0.48335582681102907, ""54"": 1.0, ""24"": 0.0, ""31"": 0.0, ""92"": 0.0, ""49"": 0.0, ""46"": 0.48335582681102907}}"
66,foolsgold,foolsgold,"[0, 38, 51, 5, 19, 53, 84, 40]","[23, 64]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""38"": 0.8073837660317187, ""51"": 1.0, ""5"": 1.0, ""19"": 1.0, ""53"": 1.0, ""84"": 1.0, ""23"": 0.0, ""40"": 1.0, ""64"": 0.0}}"
67,foolsgold,foolsgold,"[82, 78, 19]","[4, 17, 44, 14, 71, 90, 55]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""82"": 1.0, ""78"": 1.0, ""17"": 0.0, ""19"": 1.0, ""44"": 0.0, ""14"": 0.0, ""71"": 0.0, ""90"": 0.0, ""55"": 0.0}}"
68,foolsgold,foolsgold,"[6, 54, 17, 9, 68, 38]","[0, 32, 44, 8]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""32"": 0.0, ""44"": 0.0, ""6"": 1.0, ""54"": 1.0, ""17"": 1.0, ""9"": 1.0, ""8"": 0.0, ""68"": 0.6342399091773894, ""38"": 0.6342399091773894}}"
69,foolsgold,foolsgold,"[62, 84]","[0, 10, 42, 79, 75, 64, 3, 51]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""10"": 0.0, ""42"": 0.0, ""62"": 1.0, ""79"": 0.0, ""75"": 0.0, ""64"": 0.0, ""84"": 1.0, ""3"": 0.0, ""51"": 0.0}}"
70,foolsgold,foolsgold,"[1, 9, 5, 73, 62, 83]","[91, 79, 68, 46]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""91"": 0.0, ""79"": 0.0, ""68"": 0.0, ""9"": 1.0, ""5"": 1.0, ""73"": 1.0, ""62"": 0.39566719640093523, ""83"": 0.6699882391647904, ""46"": 0.0}}"
71,foolsgold,foolsgold,"[1, 68, 51, 54, 48, 7]","[55, 69, 28, 71]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""55"": 0.0, ""68"": 0.6914650782879006, ""51"": 0.07888571700124497, ""54"": 1.0, ""48"": 0.6914650782879006, ""7"": 1.0, ""69"": 0.0, ""28"": 0.0, ""71"": 0.0}}"
72,foolsgold,foolsgold,"[0, 51, 72, 15, 38]","[98, 87, 21, 6, 57]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.12606905675263536, ""98"": 0.0, ""51"": 0.8768194899328137, ""72"": 1.0, ""87"": 0.0, ""21"": 0.0, ""15"": 0.12606905675263536, ""38"": 0.4078275578054842, ""6"": 0.0, ""57"": 0.0}}"
73,foolsgold,foolsgold,"[7, 68, 88, 11]","[1, 61, 26, 59, 36, 97]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""61"": 0.0, ""26"": 0.0, ""7"": 0.6898763425101384, ""68"": 1.0, ""88"": 1.0, ""59"": 0.0, ""11"": 0.6898763425101384, ""36"": 0.0, ""97"": 0.0}}"
74,foolsgold,foolsgold,"[75, 80, 7]","[1, 3, 25, 2, 78, 20, 4]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""75"": 1.0, ""3"": 0.0, ""25"": 0.0, ""80"": 1.0, ""2"": 0.0, ""78"": 0.0, ""20"": 0.0, ""4"": 0.0, ""7"": 1.0}}"
75,foolsgold,foolsgold,"[95, 51, 84]","[2, 86, 23, 6, 62, 0, 81]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""95"": 1.0, ""86"": 0.0, ""51"": 1.0, ""23"": 0.0, ""6"": 0.0, ""62"": 0.0, ""0"": 0.0, ""81"": 0.0, ""84"": 1.0}}"
76,foolsgold,foolsgold,"[2, 37, 84, 58, 80, 92]","[64, 66, 42, 67]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""64"": 0.0, ""37"": 0.014538144393462737, ""66"": 0.0, ""42"": 0.0, ""84"": 1.0, ""58"": 1.0, ""80"": 0.014538144393462737, ""67"": 0.0, ""92"": 1.0}}"
