epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
11,rflbat,success,"[3, 9, 88, 4, 18, 13, 31, 2, 91, 90]","[9, 18, 13, 31, 91, 90]","[3, 88, 4, 2]",10,6,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0011_rflbat.pkl
12,rflbat,success,"[3, 26, 70, 91, 19, 30, 80, 15, 77, 18]","[26, 70, 91, 19, 30, 80, 15, 77, 18]",[3],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0012_rflbat.pkl
13,rflbat,success,"[1, 55, 13, 39, 68, 82, 10, 4, 75, 77]","[1, 55, 13, 39, 68, 82, 10, 75, 77]",[4],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0013_rflbat.pkl
14,rflbat,success,"[1, 68, 25, 41, 2, 73, 32, 19, 57, 48]","[1, 68, 25, 41, 73, 32, 19, 57, 48]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0014_rflbat.pkl
15,rflbat,success,"[1, 91, 78, 98, 99, 14, 16, 97, 9, 29]","[91, 78, 98, 99, 14, 16, 97, 9, 29]",[1],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0015_rflbat.pkl
16,rflbat,success,"[2, 83, 17, 14, 69, 3, 94, 97, 66, 79]","[83, 17, 14, 69, 94, 97, 66, 79]","[2, 3]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0016_rflbat.pkl
17,rflbat,success,"[2, 94, 72, 74, 66, 11, 91, 96, 38, 31]","[94, 72, 74, 66, 11, 91, 96, 38, 31]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0017_rflbat.pkl
18,rflbat,success,"[4, 24, 16, 73, 14, 53, 42, 65, 97, 5]","[24, 16, 14, 53, 42, 65, 97, 5]","[4, 73]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0018_rflbat.pkl
19,rflbat,success,"[0, 95, 81, 6, 47, 18, 64, 23, 25, 88]","[95, 81, 6, 47, 18, 64, 23, 25, 88]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0019_rflbat.pkl
20,rflbat,success,"[1, 92, 98, 3, 14, 85, 26, 7, 95, 15]","[1, 92, 98, 14, 85, 26, 7, 95, 15]",[3],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0020_rflbat.pkl
21,rflbat,success,"[0, 5, 99, 77, 86, 35, 28, 50, 44, 55]","[5, 99, 77, 86, 35, 28, 50, 44, 55]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0021_rflbat.pkl
22,rflbat,success,"[3, 19, 82, 25, 9, 29, 30, 92, 99, 26]","[19, 82, 25, 9, 29, 30, 92, 99, 26]",[3],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0022_rflbat.pkl
23,rflbat,success,"[2, 25, 41, 32, 47, 52, 44, 8, 18, 97]","[25, 41, 32, 52, 44, 8, 18]","[2, 47, 97]",10,7,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0023_rflbat.pkl
24,rflbat,success,"[3, 77, 19, 27, 29, 72, 94, 98, 32, 9]","[77, 19, 27, 29, 72, 94, 98, 32, 9]",[3],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0024_rflbat.pkl
25,rflbat,success,"[0, 82, 14, 57, 60, 12, 53, 20, 31, 8]","[82, 14, 57, 60, 12, 53, 20, 31, 8]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0025_rflbat.pkl
26,rflbat,success,"[2, 28, 26, 55, 51, 46, 67, 82, 93, 10]","[28, 26, 55, 51, 46, 67, 82, 93]","[2, 10]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0026_rflbat.pkl
27,rflbat,success,"[3, 61, 9, 40, 5, 52, 20, 4, 93, 80]","[61, 9, 40, 5, 52, 20, 93, 80]","[3, 4]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0027_rflbat.pkl
28,rflbat,success,"[4, 21, 97, 75, 48, 0, 82, 46, 6, 67]","[4, 21, 97, 75, 48, 0, 82, 46, 6, 67]",[],10,10,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0028_rflbat.pkl
29,rflbat,success,"[2, 39, 56, 78, 52, 23, 55, 38, 69, 74]","[39, 56, 78, 52, 23, 55, 38, 74]","[2, 69]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0029_rflbat.pkl
30,rflbat,success,"[4, 55, 30, 76, 16, 52, 92, 31, 99, 70]","[55, 30, 76, 16, 52, 92, 31, 99, 70]",[4],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0030_rflbat.pkl
31,rflbat,success,"[0, 2, 31, 89, 84, 14, 97, 65, 46, 10]","[2, 31, 89, 84, 14, 97, 65, 46, 10]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0031_rflbat.pkl
32,rflbat,success,"[4, 99, 16, 8, 10, 38, 80, 70, 97, 17]","[99, 16, 8, 10, 38, 80, 70, 97, 17]",[4],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0032_rflbat.pkl
33,rflbat,success,"[4, 29, 22, 89, 52, 69, 71, 97, 23, 16]","[29, 22, 89, 52, 69, 71, 97, 23, 16]",[4],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0033_rflbat.pkl
34,rflbat,success,"[2, 68, 85, 80, 95, 81, 32, 96, 46, 10]","[68, 85, 80, 95, 81, 32, 96, 46, 10]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0034_rflbat.pkl
35,rflbat,success,"[3, 2, 38, 37, 22, 80, 60, 52, 0, 28]","[3, 2, 38, 37, 22, 80, 60, 52, 0, 28]",[],10,10,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0035_rflbat.pkl
36,rflbat,success,"[0, 47, 50, 40, 31, 76, 92, 22, 13, 14]","[47, 50, 40, 31, 76, 92, 22, 13, 14]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0036_rflbat.pkl
37,rflbat,success,"[2, 18, 43, 54, 40, 77, 70, 96, 61, 56]","[18, 43, 54, 40, 77, 70, 96, 61, 56]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0037_rflbat.pkl
38,rflbat,success,"[2, 34, 94, 49, 31, 61, 54, 70, 69, 97]","[34, 94, 49, 31, 61, 54, 70, 69, 97]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0038_rflbat.pkl
39,rflbat,success,"[1, 50, 38, 44, 42, 2, 58, 91, 28, 95]","[1, 50, 38, 44, 42, 2, 58, 91, 28, 95]",[],10,10,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0039_rflbat.pkl
40,rflbat,success,"[3, 45, 74, 25, 14, 47, 81, 98, 32, 77]","[45, 74, 25, 14, 47, 81, 98, 32, 77]",[3],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0040_rflbat.pkl
41,rflbat,success,"[3, 36, 79, 1, 15, 91, 42, 5, 86, 89]","[36, 79, 1, 15, 91, 42, 5, 86, 89]",[3],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0041_rflbat.pkl
42,rflbat,success,"[0, 28, 16, 80, 75, 68, 32, 7, 69, 93]","[28, 16, 80, 75, 68, 32, 7, 69, 93]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0042_rflbat.pkl
43,rflbat,success,"[3, 31, 85, 47, 52, 5, 89, 46, 74, 64]","[52, 5, 89, 74, 64]","[3, 31, 85, 47, 46]",10,5,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0043_rflbat.pkl
44,rflbat,success,"[1, 36, 85, 18, 8, 16, 73, 58, 41, 48]","[36, 85, 18, 8, 16, 58, 41, 48]","[1, 73]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0044_rflbat.pkl
45,rflbat,success,"[0, 79, 15, 91, 57, 93, 61, 80, 54, 2]","[79, 15, 91, 57, 93, 61, 80, 54, 2]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0045_rflbat.pkl
46,rflbat,success,"[2, 60, 81, 98, 33, 95, 27, 14, 3, 7]","[2, 60, 81, 98, 33, 95, 27, 14, 3, 7]",[],10,10,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0046_rflbat.pkl
47,rflbat,success,"[4, 9, 18, 8, 5, 85, 6, 82, 48, 21]","[9, 18, 8, 5, 85, 6, 82, 48, 21]",[4],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0047_rflbat.pkl
48,rflbat,success,"[4, 30, 90, 35, 56, 14, 3, 85, 36, 34]","[30, 90, 35, 56, 14, 85, 36, 34]","[4, 3]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0048_rflbat.pkl
49,rflbat,success,"[0, 46, 52, 92, 3, 70, 36, 65, 35, 89]","[46, 52, 92, 3, 70, 36, 65, 35, 89]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0049_rflbat.pkl
50,rflbat,success,"[1, 66, 51, 95, 62, 30, 73, 48, 18, 69]","[66, 51, 95, 62, 30, 73, 48, 18, 69]",[1],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0050_rflbat.pkl
51,rflbat,success,"[2, 94, 99, 41, 32, 78, 68, 53, 24, 10]","[94, 99, 41, 32, 78, 68, 53, 24, 10]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0051_rflbat.pkl
52,rflbat,success,"[1, 54, 31, 48, 67, 59, 36, 58, 62, 22]","[54, 31, 48, 67, 59, 36, 58, 62, 22]",[1],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0052_rflbat.pkl
53,rflbat,success,"[0, 6, 69, 43, 51, 5, 39, 83, 90, 87]","[6, 69, 43, 51, 5, 39, 83, 90, 87]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0053_rflbat.pkl
54,rflbat,success,"[2, 88, 67, 76, 58, 44, 56, 71, 68, 10]","[88, 67, 76, 58, 44, 56, 71, 68, 10]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0054_rflbat.pkl
55,rflbat,success,"[2, 92, 70, 53, 1, 49, 41, 10, 22, 37]","[92, 70, 53, 1, 49, 41, 10, 22, 37]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0055_rflbat.pkl
56,rflbat,success,"[2, 22, 30, 92, 31, 49, 3, 84, 23, 10]","[22, 92, 31, 49, 84, 23, 10]","[2, 30, 3]",10,7,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0056_rflbat.pkl
57,rflbat,success,"[2, 34, 98, 59, 28, 67, 29, 93, 14, 32]","[34, 98, 59, 28, 67, 29, 93, 14, 32]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0057_rflbat.pkl
58,rflbat,success,"[3, 96, 71, 38, 34, 30, 24, 31, 60, 78]","[96, 71, 38, 34, 30, 24, 31, 60, 78]",[3],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0058_rflbat.pkl
59,rflbat,success,"[4, 47, 12, 74, 67, 69, 40, 81, 22, 89]","[47, 12, 74, 67, 69, 40, 81, 22, 89]",[4],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0059_rflbat.pkl
60,rflbat,success,"[4, 37, 58, 43, 51, 66, 98, 28, 71, 79]","[37, 58, 43, 51, 66, 98, 28, 71, 79]",[4],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0060_rflbat.pkl
61,rflbat,success,"[2, 71, 9, 98, 0, 17, 35, 26, 75, 11]","[2, 71, 9, 98, 17, 35, 26, 75, 11]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0061_rflbat.pkl
62,rflbat,success,"[0, 2, 8, 18, 33, 58, 12, 3, 57, 75]","[2, 8, 18, 33, 58, 12, 3, 57, 75]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0062_rflbat.pkl
63,rflbat,success,"[4, 6, 48, 58, 39, 28, 22, 69, 41, 79]","[6, 58, 39, 28, 22, 69, 41, 79]","[4, 48]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0063_rflbat.pkl
64,rflbat,success,"[0, 49, 64, 43, 93, 76, 3, 52, 10, 59]","[49, 64, 43, 93, 76, 3, 52, 10, 59]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jun.30_18.01.53_rflbat_fix_True_no-mia_no-mia-class_no-noise_neurotoxin/agg_records/pkl/round_0064_rflbat.pkl
