epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
11,10,5,"[2, 44, 50, 12, 72, 26, 19, 56, 93, 20]","[44, 50, 12, 72, 26, 19, 56, 93, 20]",[2],0.9734666853582408,0.4340124172767391,2.0,0,0,"[72, 26, 19, 56, 93, 20]","[2, 44, 50, 12]","[72, 26, 19, 56, 93, 20]","[2, 44, 50, 12]","[72, 26, 19, 56, 93, 20]",[],"[44, 50, 12]",[2],2,0.5275400280952454,"{""0"": 3.800976514816284, ""1"": -1.0}",0,0,"[72, 26, 19, 56, 93]","[2, 44, 50, 12, 20]","[72, 26, 19, 56, 93]","[2, 44, 50, 12, 20]","[72, 26, 19, 56, 93]",[],"[44, 50, 12, 20]",[2],"[72, 26, 19, 56, 93]","[2, 44, 50, 12, 20]","[72, 26, 19, 56, 93]",[],"[44, 50, 12, 20]",[2],5,0,4,1
12,10,5,"[0, 57, 21, 61, 10, 20, 51, 25, 27, 40]","[57, 21, 61, 10, 20, 51, 25, 27, 40]",[0],0.822987357749754,0.23800147312770933,2.0,0,0,"[61, 10, 20, 51, 25, 27, 40]","[0, 57, 21]","[61, 10, 20, 51, 25, 27, 40]","[0, 57, 21]","[61, 10, 20, 51, 25, 27, 40]",[],"[57, 21]",[0],2,0.5646629929542542,"{""0"": 3.6897292137145996, ""1"": 2.7952840328216553}",0,0,"[61, 10, 51, 27]","[0, 57, 21, 20, 25, 40]","[61, 10, 51, 27]","[0, 57, 21, 20, 25, 40]","[61, 10, 51, 27]",[],"[57, 21, 20, 25, 40]",[0],"[61, 10, 51, 27]","[0, 57, 21, 20, 25, 40]","[61, 10, 51, 27]",[],"[57, 21, 20, 25, 40]",[0],4,0,5,1
13,10,5,"[0, 75, 82, 38, 98, 50, 69, 58, 91, 59]","[75, 82, 38, 98, 50, 69, 58, 91, 59]",[0],1.0294762648533453,0.5555244099066776,2.0,0,0,"[98, 50, 69, 58, 91, 59]","[0, 75, 82, 38]","[98, 50, 69, 58, 91, 59]","[0, 75, 82, 38]","[98, 50, 69, 58, 91, 59]",[],"[75, 82, 38]",[0],2,0.4855724275112152,"{""0"": 4.048892021179199, ""1"": -1.0}",0,0,"[98, 50, 69, 58, 91]","[0, 75, 82, 38, 59]","[98, 50, 69, 58, 91]","[0, 75, 82, 38, 59]","[98, 50, 69, 58, 91]",[],"[75, 82, 38, 59]",[0],"[98, 50, 69, 58, 91]","[0, 75, 82, 38, 59]","[98, 50, 69, 58, 91]",[],"[75, 82, 38, 59]",[0],5,0,4,1
14,10,5,"[1, 98, 24, 5, 25, 10, 51, 16, 92, 27]","[98, 24, 5, 25, 10, 51, 16, 92, 27]",[1],0.7821937836822189,0.29794878402260155,2.0,0,0,"[5, 25, 10, 51, 16, 92, 27]","[1, 98, 24]","[5, 25, 10, 51, 16, 92, 27]","[1, 98, 24]","[5, 25, 10, 51, 16, 92, 27]",[],"[98, 24]",[1],2,0.4325760006904602,"{""0"": 3.1301074028015137, ""1"": -1.0}",0,0,"[5, 25, 51, 16, 92, 27]","[1, 98, 24, 10]","[5, 25, 51, 16, 92, 27]","[1, 98, 24, 10]","[5, 25, 51, 16, 92, 27]",[],"[98, 24, 10]",[1],"[5, 25, 51, 16, 92, 27]","[1, 98, 24, 10]","[5, 25, 51, 16, 92, 27]",[],"[98, 24, 10]",[1],6,0,3,1
15,10,5,"[1, 69, 8, 16, 77, 29, 65, 68, 89, 95]","[69, 8, 16, 77, 29, 65, 68, 89, 95]",[1],1.0192626154726905,0.43604620839081965,2.0,0,0,"[16, 77, 29, 65, 68, 89, 95]","[1, 69, 8]","[16, 77, 29, 65, 68, 89, 95]","[1, 69, 8]","[16, 77, 29, 65, 68, 89, 95]",[],"[69, 8]",[1],2,0.6875073313713074,"{""0"": 5.531486988067627, ""1"": -1.0}",0,0,"[16, 77, 29, 65, 68, 89]","[1, 69, 8, 95]","[16, 77, 29, 65, 68, 89]","[1, 69, 8, 95]","[16, 77, 29, 65, 68, 89]",[],"[69, 8, 95]",[1],"[16, 77, 29, 65, 68, 89]","[1, 69, 8, 95]","[16, 77, 29, 65, 68, 89]",[],"[69, 8, 95]",[1],6,0,3,1
16,10,5,"[3, 46, 8, 38, 51, 5, 19, 53, 84, 23]","[46, 8, 38, 51, 5, 19, 53, 84, 23]",[3],1.0095781748269328,0.275803927928149,2.0,0,0,"[8, 38, 51, 5, 19, 53, 84, 23]","[3, 46]","[8, 38, 51, 5, 19, 53, 84, 23]","[3, 46]","[8, 38, 51, 5, 19, 53, 84, 23]",[],[46],[3],2,0.45121029019355774,"{""0"": 4.1609978675842285, ""1"": 1.9527671337127686}",0,0,"[38, 51, 5, 19, 53, 23]","[3, 46, 8, 84]","[38, 51, 5, 19, 53, 23]","[3, 46, 8, 84]","[38, 51, 5, 19, 53, 23]",[],"[46, 8, 84]",[3],"[38, 51, 5, 19, 53, 23]","[3, 46, 8, 84]","[38, 51, 5, 19, 53, 23]",[],"[46, 8, 84]",[3],6,0,3,1
17,10,5,"[0, 51, 18, 91, 79, 68, 9, 5, 73, 62]","[51, 18, 91, 79, 68, 9, 5, 73, 62]",[0],1.0206778503550529,0.580284274921533,2.0,0,0,"[91, 79, 68, 9, 5, 73, 62]","[0, 51, 18]","[91, 79, 68, 9, 5, 73, 62]","[0, 51, 18]","[91, 79, 68, 9, 5, 73, 62]",[],"[51, 18]",[0],2,0.6979095339775085,"{""0"": 5.351450443267822, ""1"": -1.0}",0,0,"[91, 79, 68, 9, 5, 62]","[0, 51, 18, 73]","[91, 79, 68, 9, 5, 62]","[0, 51, 18, 73]","[91, 79, 68, 9, 5, 62]",[],"[51, 18, 73]",[0],"[91, 79, 68, 9, 5, 62]","[0, 51, 18, 73]","[91, 79, 68, 9, 5, 62]",[],"[51, 18, 73]",[0],6,0,3,1
18,10,5,"[4, 2, 25, 80, 1, 78, 20, 3, 7, 44]","[25, 80, 78, 20, 7, 44]","[4, 2, 1, 3]",41.46447931833245,38.48701904481218,2.0,0,0,"[4, 25, 80, 78, 20, 7, 44]","[2, 1, 3]","[4, 25, 80, 78, 20, 7, 44]","[2, 1, 3]","[25, 80, 78, 20, 7, 44]",[4],[],"[2, 1, 3]",2,0.8028268814086914,"{""0"": 5.936902046203613, ""1"": -1.0}",0,0,"[25, 80, 78, 20, 7, 44]","[4, 2, 1, 3]","[25, 80, 78, 20, 7, 44]","[4, 2, 1, 3]","[25, 80, 78, 20, 7, 44]",[],[],"[4, 2, 1, 3]","[25, 80, 78, 20, 7, 44]","[4, 2, 1, 3]","[25, 80, 78, 20, 7, 44]",[],[],"[4, 2, 1, 3]",6,0,0,4
19,10,5,"[1, 20, 77, 27, 23, 18, 74, 59, 86, 87]","[20, 77, 27, 23, 18, 74, 59, 86, 87]",[1],0.7590139091821699,0.2716595635188608,2.0,0,0,"[27, 23, 18, 74, 59, 86, 87]","[1, 20, 77]","[27, 23, 18, 74, 59, 86, 87]","[1, 20, 77]","[27, 23, 18, 74, 59, 86, 87]",[],"[20, 77]",[1],2,0.42985963821411133,"{""0"": 1.128791093826294, ""1"": 4.161084175109863}",1,0,"[27, 23, 74, 59, 87]","[1, 20, 77, 18, 86]","[27, 23, 74, 59, 87]","[1, 20, 77, 18, 86]","[27, 23, 74, 59, 87]",[],"[20, 77, 18, 86]",[1],"[27, 23, 74, 59, 87]","[1, 20, 77, 18, 86]","[27, 23, 74, 59, 87]",[],"[20, 77, 18, 86]",[1],5,0,4,1
20,10,5,"[2, 97, 55, 28, 52, 53, 77, 67, 31, 62]","[97, 55, 28, 52, 53, 77, 67, 31, 62]",[2],1.1059121753843304,0.4797257240387305,2.0,0,0,"[28, 52, 53, 77, 67, 31, 62]","[2, 97, 55]","[28, 52, 53, 77, 67, 31, 62]","[2, 97, 55]","[28, 52, 53, 77, 67, 31, 62]",[],"[97, 55]",[2],2,0.4525056481361389,"{""0"": 1.6465755701065063, ""1"": 4.241022109985352}",1,0,"[28, 52, 53, 77, 62]","[2, 97, 55, 67, 31]","[28, 52, 53, 77, 62]","[2, 97, 55, 67, 31]","[28, 52, 53, 77, 62]",[],"[97, 55, 67, 31]",[2],"[28, 52, 53, 77, 62]","[2, 97, 55, 67, 31]","[28, 52, 53, 77, 62]",[],"[97, 55, 67, 31]",[2],5,0,4,1
21,10,5,"[4, 91, 65, 0, 37, 25, 27, 31, 15, 97]","[91, 65, 37, 25, 27, 31, 15, 97]","[4, 0]",5.245823996986621,4.574219720681484,2.0,0,0,"[65, 25, 27, 31, 15, 97]","[4, 91, 0, 37]","[65, 25, 27, 31, 15, 97]","[4, 91, 0, 37]","[65, 25, 27, 31, 15, 97]",[],"[91, 37]","[4, 0]",2,0.40632620453834534,"{""0"": 3.6525001525878906, ""1"": -1.0}",0,0,"[65, 25, 27, 15, 97]","[4, 91, 0, 37, 31]","[65, 25, 27, 15, 97]","[4, 91, 0, 37, 31]","[65, 25, 27, 15, 97]",[],"[91, 37, 31]","[4, 0]","[65, 25, 27, 15, 97]","[4, 91, 0, 37, 31]","[65, 25, 27, 15, 97]",[],"[91, 37, 31]","[4, 0]",5,0,3,2
22,10,5,"[1, 98, 50, 52, 30, 15, 49, 13, 38, 7]","[98, 50, 52, 30, 15, 49, 13, 38, 7]",[1],0.9502417596973913,0.3418219529375449,2.0,0,0,"[52, 30, 15, 49, 13, 38, 7]","[1, 98, 50]","[52, 30, 15, 49, 13, 38, 7]","[1, 98, 50]","[52, 30, 15, 49, 13, 38, 7]",[],"[98, 50]",[1],2,0.39452192187309265,"{""0"": 2.1260123252868652, ""1"": 3.352970600128174}",1,0,"[15, 13, 38, 7]","[1, 98, 50, 52, 30, 49]","[15, 13, 38, 7]","[1, 98, 50, 52, 30, 49]","[15, 13, 38, 7]",[],"[98, 50, 52, 30, 49]",[1],"[15, 13, 38, 7]","[1, 98, 50, 52, 30, 49]","[15, 13, 38, 7]",[],"[98, 50, 52, 30, 49]",[1],4,0,5,1
23,10,5,"[3, 30, 82, 46, 21, 54, 29, 47, 77, 48]","[30, 82, 46, 21, 54, 29, 47, 77, 48]",[3],1.1098115063641159,0.3343744925082609,2.0,0,0,"[46, 21, 54, 29, 47, 77, 48]","[3, 30, 82]","[46, 21, 54, 29, 47, 77, 48]","[3, 30, 82]","[46, 21, 54, 29, 47, 77, 48]",[],"[30, 82]",[3],2,0.6883569955825806,"{""0"": 3.433077335357666, ""1"": -1.0}",0,0,"[46, 21, 29, 47, 77, 48]","[3, 30, 82, 54]","[46, 21, 29, 47, 77, 48]","[3, 30, 82, 54]","[46, 21, 29, 47, 77, 48]",[],"[30, 82, 54]",[3],"[46, 21, 29, 47, 77, 48]","[3, 30, 82, 54]","[46, 21, 29, 47, 77, 48]",[],"[30, 82, 54]",[3],6,0,3,1
24,10,5,"[3, 37, 11, 86, 39, 75, 6, 48, 61, 64]","[37, 11, 86, 39, 75, 6, 48, 61, 64]",[3],0.7482307316446544,0.27178842926920366,2.0,0,0,"[86, 39, 75, 6, 48, 61, 64]","[3, 37, 11]","[86, 39, 75, 6, 48, 61, 64]","[3, 37, 11]","[86, 39, 75, 6, 48, 61, 64]",[],"[37, 11]",[3],2,0.6655669808387756,"{""0"": 4.948863983154297, ""1"": -1.0}",0,0,"[86, 39, 75, 6, 61, 64]","[3, 37, 11, 48]","[86, 39, 75, 6, 61, 64]","[3, 37, 11, 48]","[86, 39, 75, 6, 61, 64]",[],"[37, 11, 48]",[3],"[86, 39, 75, 6, 61, 64]","[3, 37, 11, 48]","[86, 39, 75, 6, 61, 64]",[],"[37, 11, 48]",[3],6,0,3,1
25,10,5,"[0, 12, 9, 34, 21, 93, 15, 38, 90, 65]","[12, 9, 34, 21, 93, 15, 38, 90, 65]",[0],1.1225740069351404,0.6409639202645199,2.0,0,0,"[21, 93, 15, 38, 90, 65]","[0, 12, 9, 34]","[21, 93, 15, 38, 90, 65]","[0, 12, 9, 34]","[21, 93, 15, 38, 90, 65]",[],"[12, 9, 34]",[0],2,0.44472941756248474,"{""0"": 4.906889915466309, ""1"": -1.0}",0,0,"[21, 93, 15, 38, 90]","[0, 12, 9, 34, 65]","[21, 93, 15, 38, 90]","[0, 12, 9, 34, 65]","[21, 93, 15, 38, 90]",[],"[12, 9, 34, 65]",[0],"[21, 93, 15, 38, 90]","[0, 12, 9, 34, 65]","[21, 93, 15, 38, 90]",[],"[12, 9, 34, 65]",[0],5,0,4,1
26,10,5,"[0, 84, 12, 64, 52, 60, 4, 50, 14, 27]","[84, 12, 64, 52, 60, 50, 14, 27]","[0, 4]",10.03647439173125,9.152142514606506,2.0,0,0,"[12, 64, 52, 60, 50, 14, 27]","[0, 84, 4]","[12, 64, 52, 60, 50, 14, 27]","[0, 84, 4]","[12, 64, 52, 60, 50, 14, 27]",[],[84],"[0, 4]",2,0.5690205097198486,"{""0"": 4.537832736968994, ""1"": 1.9949506521224976}",0,0,"[12, 64, 52, 14, 27]","[0, 84, 60, 4, 50]","[12, 64, 52, 14, 27]","[0, 84, 60, 4, 50]","[12, 64, 52, 14, 27]",[],"[84, 60, 50]","[0, 4]","[12, 64, 52, 14, 27]","[0, 84, 60, 4, 50]","[12, 64, 52, 14, 27]",[],"[84, 60, 50]","[0, 4]",5,0,3,2
27,10,5,"[4, 9, 86, 84, 95, 41, 38, 17, 52, 93]","[9, 86, 84, 95, 41, 38, 17, 52, 93]",[4],1.1470038026651224,0.47423753360671683,2.0,0,0,"[84, 95, 41, 38, 17, 52, 93]","[4, 9, 86]","[84, 95, 41, 38, 17, 52, 93]","[4, 9, 86]","[84, 95, 41, 38, 17, 52, 93]",[],"[9, 86]",[4],2,0.6534916162490845,"{""0"": 2.626126289367676, ""1"": 1.9914026260375977}",0,0,"[84, 38, 17, 52, 93]","[4, 9, 86, 95, 41]","[84, 38, 17, 52, 93]","[4, 9, 86, 95, 41]","[84, 38, 17, 52, 93]",[],"[9, 86, 95, 41]",[4],"[84, 38, 17, 52, 93]","[4, 9, 86, 95, 41]","[84, 38, 17, 52, 93]",[],"[9, 86, 95, 41]",[4],5,0,4,1
28,10,5,"[3, 38, 17, 96, 10, 11, 55, 66, 34, 52]","[38, 17, 96, 10, 11, 55, 66, 34, 52]",[3],0.9070963105497899,0.25293814518404617,2.0,0,0,"[96, 10, 11, 55, 66, 34, 52]","[3, 38, 17]","[96, 10, 11, 55, 66, 34, 52]","[3, 38, 17]","[96, 10, 11, 55, 66, 34, 52]",[],"[38, 17]",[3],2,0.3951539695262909,"{""0"": 3.7462620735168457, ""1"": -1.0}",0,0,"[10, 11, 55, 66, 34, 52]","[3, 38, 17, 96]","[10, 11, 55, 66, 34, 52]","[3, 38, 17, 96]","[10, 11, 55, 66, 34, 52]",[],"[38, 17, 96]",[3],"[10, 11, 55, 66, 34, 52]","[3, 38, 17, 96]","[10, 11, 55, 66, 34, 52]",[],"[38, 17, 96]",[3],6,0,3,1
29,10,5,"[3, 5, 42, 83, 37, 14, 13, 89, 28, 61]","[5, 42, 83, 37, 14, 13, 89, 28, 61]",[3],0.8317816308619587,0.2537617700159722,2.0,0,0,"[83, 37, 14, 13, 89, 28, 61]","[3, 5, 42]","[83, 37, 14, 13, 89, 28, 61]","[3, 5, 42]","[83, 37, 14, 13, 89, 28, 61]",[],"[5, 42]",[3],2,0.48460641503334045,"{""0"": 2.8544976711273193, ""1"": 3.669475555419922}",1,0,"[83, 37, 89, 61]","[3, 5, 42, 14, 13, 28]","[83, 37, 89, 61]","[3, 5, 42, 14, 13, 28]","[83, 37, 89, 61]",[],"[5, 42, 14, 13, 28]",[3],"[83, 37, 89, 61]","[3, 5, 42, 14, 13, 28]","[83, 37, 89, 61]",[],"[5, 42, 14, 13, 28]",[3],4,0,5,1
30,10,5,"[0, 36, 14, 90, 87, 42, 82, 37, 63, 40]","[36, 14, 90, 87, 42, 82, 37, 63, 40]",[0],2.1437751817096307,1.562837034169486,2.0,0,0,"[87, 42, 82, 37, 63, 40]","[0, 36, 14, 90]","[87, 42, 82, 37, 63, 40]","[0, 36, 14, 90]","[87, 42, 82, 37, 63, 40]",[],"[36, 14, 90]",[0],2,0.3738626539707184,"{""0"": 1.8332265615463257, ""1"": 3.7647719383239746}",1,0,"[87, 37, 63, 40]","[0, 36, 14, 90, 42, 82]","[87, 37, 63, 40]","[0, 36, 14, 90, 42, 82]","[87, 37, 63, 40]",[],"[36, 14, 90, 42, 82]",[0],"[87, 37, 63, 40]","[0, 36, 14, 90, 42, 82]","[87, 37, 63, 40]",[],"[36, 14, 90, 42, 82]",[0],4,0,5,1
31,10,5,"[3, 2, 11, 96, 15, 67, 42, 80, 51, 72]","[11, 96, 15, 67, 42, 80, 51, 72]","[3, 2]",0.9460327370895553,0.3924307767924833,2.0,0,0,"[96, 15, 67, 42, 80, 51, 72]","[3, 2, 11]","[96, 15, 67, 42, 80, 51, 72]","[3, 2, 11]","[96, 15, 67, 42, 80, 51, 72]",[],[11],"[3, 2]",3,0.3038961589336395,"{""0"": 1.8380885124206543, ""1"": 3.6880812644958496, ""2"": -1.0}",1,0,"[15, 80, 51, 72]","[3, 2, 11, 96, 67, 42]","[15, 80, 51, 72]","[3, 2, 11, 96, 67, 42]","[15, 80, 51, 72]",[],"[11, 96, 67, 42]","[3, 2]","[15, 80, 51, 72]","[3, 2, 11, 96, 67, 42]","[15, 80, 51, 72]",[],"[11, 96, 67, 42]","[3, 2]",4,0,4,2
