epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
11,10,5,"[4, 58, 20, 28, 44, 63, 65, 38, 97, 47]","[58, 20, 28, 44, 63, 65, 38, 97, 47]",[4],0.9099548576225353,0.13145289714993125,2.0,0,0,"[58, 20, 28, 44, 63, 65, 38, 97]","[4, 47]","[58, 20, 28, 44, 63, 65, 38, 97]","[4, 47]","[58, 20, 28, 44, 63, 65, 38, 97]",[],[47],[4],3,0.44353169202804565,"{""0"": 2.3468759059906006, ""1"": 1.780393123626709, ""2"": -1.0}",0,0,"[28, 44, 63, 65, 38]","[4, 58, 20, 97, 47]","[28, 44, 63, 65, 38]","[4, 58, 20, 97, 47]","[28, 44, 63, 65, 38]",[],"[58, 20, 97, 47]",[4],"[28, 44, 63, 65, 38]","[4, 58, 20, 97, 47]","[28, 44, 63, 65, 38]",[],"[58, 20, 97, 47]",[4],5,0,4,1
12,10,5,"[3, 81, 20, 6, 68, 2, 37, 15, 11, 48]","[81, 20, 6, 68, 37, 15, 11, 48]","[3, 2]",0.9048778243161686,0.1609375658304567,2.0,0,0,"[81, 20, 6, 68, 37, 15, 11, 48]","[3, 2]","[81, 20, 6, 68, 37, 15, 11, 48]","[3, 2]","[81, 20, 6, 68, 37, 15, 11, 48]",[],[],"[3, 2]",2,0.6628122329711914,"{""0"": 4.679656028747559, ""1"": -1.0}",0,0,"[81, 20, 6, 68, 37, 15, 11]","[3, 2, 48]","[81, 20, 6, 68, 37, 15, 11]","[3, 2, 48]","[81, 20, 6, 68, 37, 15, 11]",[],[48],"[3, 2]","[81, 20, 6, 68, 37, 15, 11]","[3, 2, 48]","[81, 20, 6, 68, 37, 15, 11]",[],[48],"[3, 2]",7,0,1,2
13,10,5,"[0, 60, 95, 98, 39, 75, 32, 15, 52, 49]","[60, 95, 98, 39, 75, 32, 15, 52, 49]",[0],1.0098421658459915,0.1559247670017212,2.0,0,0,"[60, 95, 98, 39, 75, 32, 15, 52, 49]",[0],"[60, 95, 98, 39, 75, 32, 15, 52, 49]",[0],"[60, 95, 98, 39, 75, 32, 15, 52, 49]",[],[],[0],2,0.5709230899810791,"{""0"": 1.64384925365448, ""1"": 3.941250801086426}",1,0,"[95, 98, 39, 75, 15, 52, 49]","[0, 60, 32]","[95, 98, 39, 75, 15, 52, 49]","[0, 60, 32]","[95, 98, 39, 75, 15, 52, 49]",[],"[60, 32]",[0],"[95, 98, 39, 75, 15, 52, 49]","[0, 60, 32]","[95, 98, 39, 75, 15, 52, 49]",[],"[60, 32]",[0],7,0,2,1
14,10,5,"[0, 67, 86, 16, 55, 99, 88, 15, 12, 44]","[67, 86, 16, 55, 99, 88, 15, 12, 44]",[0],0.690070982546783,0.20015274343186734,2.0,0,0,"[67, 86, 16, 55, 99, 15, 12, 44]","[0, 88]","[67, 86, 16, 55, 99, 15, 12, 44]","[0, 88]","[67, 86, 16, 55, 99, 15, 12, 44]",[],[88],[0],2,0.593633770942688,"{""0"": 4.66667366027832, ""1"": -1.0}",0,0,"[67, 86, 16, 55, 15, 12, 44]","[0, 99, 88]","[67, 86, 16, 55, 15, 12, 44]","[0, 99, 88]","[67, 86, 16, 55, 15, 12, 44]",[],"[99, 88]",[0],"[67, 86, 16, 55, 15, 12, 44]","[0, 99, 88]","[67, 86, 16, 55, 15, 12, 44]",[],"[99, 88]",[0],7,0,2,1
15,10,5,"[2, 81, 49, 56, 12, 30, 83, 37, 3, 91]","[81, 49, 56, 12, 30, 83, 37, 91]","[2, 3]",0.765644536614779,0.23428246023925653,2.0,0,0,"[81, 49, 56, 12, 30, 83, 37, 91]","[2, 3]","[81, 49, 56, 12, 30, 83, 37, 91]","[2, 3]","[81, 49, 56, 12, 30, 83, 37, 91]",[],[],"[2, 3]",3,0.5715115666389465,"{""0"": 3.8420848846435547, ""1"": 1.7230639457702637, ""2"": 1.9869990348815918}",0,0,"[81, 49, 83, 37]","[2, 56, 12, 30, 3, 91]","[81, 49, 83, 37]","[2, 56, 12, 30, 3, 91]","[81, 49, 83, 37]",[],"[56, 12, 30, 91]","[2, 3]","[81, 49, 83, 37]","[2, 56, 12, 30, 3, 91]","[81, 49, 83, 37]",[],"[56, 12, 30, 91]","[2, 3]",4,0,4,2
16,10,5,"[2, 57, 85, 84, 46, 6, 40, 43, 71, 39]","[57, 85, 84, 46, 6, 40, 43, 71, 39]",[2],0.8390768771469705,0.12549852261850275,2.0,0,0,"[57, 85, 84, 46, 6, 40, 43, 71, 39]",[2],"[57, 85, 84, 46, 6, 40, 43, 71, 39]",[2],"[57, 85, 84, 46, 6, 40, 43, 71, 39]",[],[],[2],2,0.42723435163497925,"{""0"": 2.7187442779541016, ""1"": -1.0}",0,0,"[57, 85, 84, 6, 40, 43, 71, 39]","[2, 46]","[57, 85, 84, 6, 40, 43, 71, 39]","[2, 46]","[57, 85, 84, 6, 40, 43, 71, 39]",[],[46],[2],"[57, 85, 84, 6, 40, 43, 71, 39]","[2, 46]","[57, 85, 84, 6, 40, 43, 71, 39]",[],[46],[2],8,0,1,1
17,10,5,"[0, 83, 71, 76, 18, 17, 81, 62, 3, 52]","[83, 71, 76, 18, 17, 81, 62, 52]","[0, 3]",1.0328094272622284,0.2403617076509728,2.0,0,0,"[83, 71, 76, 18, 17, 81, 62, 52]","[0, 3]","[83, 71, 76, 18, 17, 81, 62, 52]","[0, 3]","[83, 71, 76, 18, 17, 81, 62, 52]",[],[],"[0, 3]",3,0.5006072521209717,"{""0"": 4.789660453796387, ""1"": -1.0, ""2"": 1.9996638298034668}",0,0,"[83, 76, 18, 81, 52]","[0, 71, 17, 62, 3]","[83, 76, 18, 81, 52]","[0, 71, 17, 62, 3]","[83, 76, 18, 81, 52]",[],"[71, 17, 62]","[0, 3]","[83, 76, 18, 81, 52]","[0, 71, 17, 62, 3]","[83, 76, 18, 81, 52]",[],"[71, 17, 62]","[0, 3]",5,0,3,2
18,10,5,"[4, 80, 88, 5, 84, 50, 40, 78, 31, 43]","[80, 88, 5, 84, 50, 40, 78, 31, 43]",[4],0.7262593392875005,0.152254747624734,2.0,0,0,"[80, 5, 84, 50, 40, 78, 43]","[4, 88, 31]","[80, 5, 84, 50, 40, 78, 43]","[4, 88, 31]","[80, 5, 84, 50, 40, 78, 43]",[],"[88, 31]",[4],2,0.39894673228263855,"{""0"": 4.697793960571289, ""1"": 1.99923837184906}",0,0,"[80, 5, 50, 78, 43]","[4, 88, 84, 40, 31]","[80, 5, 50, 78, 43]","[4, 88, 84, 40, 31]","[80, 5, 50, 78, 43]",[],"[88, 84, 40, 31]",[4],"[80, 5, 50, 78, 43]","[4, 88, 84, 40, 31]","[80, 5, 50, 78, 43]",[],"[88, 84, 40, 31]",[4],5,0,4,1
19,10,5,"[3, 84, 45, 95, 90, 65, 6, 87, 29, 51]","[84, 45, 95, 90, 65, 6, 87, 29, 51]",[3],0.8036438679660072,0.09434218190699939,2.0,0,0,"[84, 45, 95, 90, 65, 6, 87, 29, 51]",[3],"[84, 45, 95, 90, 65, 6, 87, 29, 51]",[3],"[84, 45, 95, 90, 65, 6, 87, 29, 51]",[],[],[3],2,0.5207468867301941,"{""0"": 1.906008243560791, ""1"": -1.0}",0,0,"[84, 45, 90, 65, 6, 87, 29, 51]","[3, 95]","[84, 45, 90, 65, 6, 87, 29, 51]","[3, 95]","[84, 45, 90, 65, 6, 87, 29, 51]",[],[95],[3],"[84, 45, 90, 65, 6, 87, 29, 51]","[3, 95]","[84, 45, 90, 65, 6, 87, 29, 51]",[],[95],[3],8,0,1,1
20,10,5,"[1, 72, 28, 52, 38, 63, 18, 22, 39, 47]","[72, 28, 52, 38, 63, 18, 22, 39, 47]",[1],0.9500182366093677,0.19082841000720674,2.0,0,0,"[72, 28, 52, 38, 63, 18, 22, 39, 47]",[1],"[72, 28, 52, 38, 63, 18, 22, 39, 47]",[1],"[72, 28, 52, 38, 63, 18, 22, 39, 47]",[],[],[1],2,0.6178286075592041,"{""0"": 2.247032642364502, ""1"": -1.0}",0,0,"[72, 28, 52, 38, 63, 18, 22, 39]","[1, 47]","[72, 28, 52, 38, 63, 18, 22, 39]","[1, 47]","[72, 28, 52, 38, 63, 18, 22, 39]",[],[47],[1],"[72, 28, 52, 38, 63, 18, 22, 39]","[1, 47]","[72, 28, 52, 38, 63, 18, 22, 39]",[],[47],[1],8,0,1,1
21,10,5,"[2, 99, 66, 96, 13, 63, 5, 68, 94, 29]","[99, 66, 96, 13, 63, 5, 68, 94, 29]",[2],0.6560391905373002,0.0699336652311458,2.0,0,0,"[99, 66, 96, 13, 63, 5, 68, 94, 29]",[2],"[99, 66, 96, 13, 63, 5, 68, 94, 29]",[2],"[99, 66, 96, 13, 63, 5, 68, 94, 29]",[],[],[2],2,0.4045771062374115,"{""0"": 3.817936658859253, ""1"": 1.639333963394165}",0,0,"[99, 96, 63, 5, 68, 94, 29]","[2, 66, 13]","[99, 96, 63, 5, 68, 94, 29]","[2, 66, 13]","[99, 96, 63, 5, 68, 94, 29]",[],"[66, 13]",[2],"[99, 96, 63, 5, 68, 94, 29]","[2, 66, 13]","[99, 96, 63, 5, 68, 94, 29]",[],"[66, 13]",[2],7,0,2,1
22,10,5,"[1, 45, 9, 98, 99, 38, 83, 86, 24, 34]","[45, 9, 98, 99, 38, 83, 86, 24, 34]",[1],0.7084365549615326,0.09444897404607866,2.0,0,0,"[9, 98, 99, 38, 83, 86, 24, 34]","[1, 45]","[9, 98, 99, 38, 83, 86, 24, 34]","[1, 45]","[9, 98, 99, 38, 83, 86, 24, 34]",[],[45],[1],2,0.5457403659820557,"{""0"": 4.364112377166748, ""1"": -1.0}",0,0,"[9, 98, 38, 83, 86, 24, 34]","[1, 45, 99]","[9, 98, 38, 83, 86, 24, 34]","[1, 45, 99]","[9, 98, 38, 83, 86, 24, 34]",[],"[45, 99]",[1],"[9, 98, 38, 83, 86, 24, 34]","[1, 45, 99]","[9, 98, 38, 83, 86, 24, 34]",[],"[45, 99]",[1],7,0,2,1
23,10,5,"[2, 83, 82, 79, 81, 91, 53, 52, 90, 32]","[83, 82, 79, 81, 91, 53, 52, 90, 32]",[2],0.6539515454414185,0.07872118175166881,2.0,0,0,"[83, 82, 79, 81, 91, 53, 52, 90]","[2, 32]","[83, 82, 79, 81, 91, 53, 52, 90]","[2, 32]","[83, 82, 79, 81, 91, 53, 52, 90]",[],[32],[2],2,0.7027195692062378,"{""0"": 4.3170905113220215, ""1"": -1.0}",0,0,"[83, 79, 81, 91, 53, 52, 90]","[2, 82, 32]","[83, 79, 81, 91, 53, 52, 90]","[2, 82, 32]","[83, 79, 81, 91, 53, 52, 90]",[],"[82, 32]",[2],"[83, 79, 81, 91, 53, 52, 90]","[2, 82, 32]","[83, 79, 81, 91, 53, 52, 90]",[],"[82, 32]",[2],7,0,2,1
24,10,5,"[4, 5, 99, 6, 94, 34, 46, 28, 76, 91]","[5, 99, 6, 94, 34, 46, 28, 76, 91]",[4],0.6167258419613014,0.09611607099484559,2.0,0,0,"[99, 6, 94, 34, 28, 76, 91]","[4, 5, 46]","[99, 6, 94, 34, 28, 76, 91]","[4, 5, 46]","[99, 6, 94, 34, 28, 76, 91]",[],"[5, 46]",[4],2,0.7297131419181824,"{""0"": 5.2398505210876465, ""1"": -1.0}",0,0,"[6, 94, 34, 28, 76, 91]","[4, 5, 99, 46]","[6, 94, 34, 28, 76, 91]","[4, 5, 99, 46]","[6, 94, 34, 28, 76, 91]",[],"[5, 99, 46]",[4],"[6, 94, 34, 28, 76, 91]","[4, 5, 99, 46]","[6, 94, 34, 28, 76, 91]",[],"[5, 99, 46]",[4],6,0,3,1
25,10,5,"[4, 2, 35, 90, 93, 71, 98, 70, 95, 54]","[35, 90, 93, 71, 98, 70, 95, 54]","[4, 2]",0.8858114108198986,0.19888571233148666,2.0,0,0,"[35, 90, 93, 71, 98, 70, 95, 54]","[4, 2]","[35, 90, 93, 71, 98, 70, 95, 54]","[4, 2]","[35, 90, 93, 71, 98, 70, 95, 54]",[],[],"[4, 2]",2,0.615734875202179,"{""0"": 3.24123215675354, ""1"": -1.0}",0,0,"[35, 90, 93, 71, 98, 70, 95]","[4, 2, 54]","[35, 90, 93, 71, 98, 70, 95]","[4, 2, 54]","[35, 90, 93, 71, 98, 70, 95]",[],[54],"[4, 2]","[35, 90, 93, 71, 98, 70, 95]","[4, 2, 54]","[35, 90, 93, 71, 98, 70, 95]",[],[54],"[4, 2]",7,0,1,2
26,10,5,"[3, 81, 22, 41, 14, 39, 1, 88, 74, 49]","[81, 22, 41, 14, 39, 88, 74, 49]","[3, 1]",0.8485787603752902,0.3007119540358635,2.0,0,0,"[81, 22, 41, 14, 39, 74, 49]","[3, 1, 88]","[81, 22, 41, 14, 39, 74, 49]","[3, 1, 88]","[81, 22, 41, 14, 39, 74, 49]",[],[88],"[3, 1]",2,0.6435055136680603,"{""0"": 5.4995598793029785, ""1"": -1.0}",0,0,"[81, 22, 14, 39, 74, 49]","[3, 41, 1, 88]","[81, 22, 14, 39, 74, 49]","[3, 41, 1, 88]","[81, 22, 14, 39, 74, 49]",[],"[41, 88]","[3, 1]","[81, 22, 14, 39, 74, 49]","[3, 41, 1, 88]","[81, 22, 14, 39, 74, 49]",[],"[41, 88]","[3, 1]",6,0,2,2
27,10,5,"[0, 95, 57, 7, 73, 75, 65, 58, 27, 10]","[95, 57, 7, 73, 75, 65, 58, 27, 10]",[0],0.9757717585814376,0.12151410031226723,2.0,0,0,"[95, 57, 7, 73, 75, 65, 58, 27, 10]",[0],"[95, 57, 7, 73, 75, 65, 58, 27, 10]",[0],"[95, 57, 7, 73, 75, 65, 58, 27, 10]",[],[],[0],2,0.5386521816253662,"{""0"": 4.700932502746582, ""1"": -1.0}",0,0,"[57, 7, 73, 75, 65, 58, 27, 10]","[0, 95]","[57, 7, 73, 75, 65, 58, 27, 10]","[0, 95]","[57, 7, 73, 75, 65, 58, 27, 10]",[],[95],[0],"[57, 7, 73, 75, 65, 58, 27, 10]","[0, 95]","[57, 7, 73, 75, 65, 58, 27, 10]",[],[95],[0],8,0,1,1
28,10,5,"[3, 1, 76, 65, 15, 51, 53, 69, 72, 14]","[76, 65, 15, 51, 53, 69, 72, 14]","[3, 1]",0.992785764047025,0.1581228714635623,2.0,0,0,"[76, 65, 15, 51, 53, 69, 72, 14]","[3, 1]","[76, 65, 15, 51, 53, 69, 72, 14]","[3, 1]","[76, 65, 15, 51, 53, 69, 72, 14]",[],[],"[3, 1]",2,0.5155821442604065,"{""0"": 3.2216885089874268, ""1"": 1.9316272735595703}",0,0,"[76, 15, 51, 69, 72, 14]","[3, 1, 65, 53]","[76, 15, 51, 69, 72, 14]","[3, 1, 65, 53]","[76, 15, 51, 69, 72, 14]",[],"[65, 53]","[3, 1]","[76, 15, 51, 69, 72, 14]","[3, 1, 65, 53]","[76, 15, 51, 69, 72, 14]",[],"[65, 53]","[3, 1]",6,0,2,2
29,10,5,"[1, 3, 30, 81, 70, 38, 49, 78, 14, 87]","[30, 81, 70, 38, 49, 78, 14, 87]","[1, 3]",1.2303981619649769,0.07998485724863902,2.0,0,0,"[30, 81, 70, 38, 49, 78, 14, 87]","[1, 3]","[30, 81, 70, 38, 49, 78, 14, 87]","[1, 3]","[30, 81, 70, 38, 49, 78, 14, 87]",[],[],"[1, 3]",3,0.4355488419532776,"{""0"": 1.0614280700683594, ""1"": 2.709022045135498, ""2"": 2.7806339263916016}",2,0,"[70, 14, 87]","[1, 3, 30, 81, 38, 49, 78]","[70, 14, 87]","[1, 3, 30, 81, 38, 49, 78]","[70, 14, 87]",[],"[30, 81, 38, 49, 78]","[1, 3]","[70, 14, 87]","[1, 3, 30, 81, 38, 49, 78]","[70, 14, 87]",[],"[30, 81, 38, 49, 78]","[1, 3]",3,0,5,2
30,10,5,"[1, 71, 13, 47, 7, 49, 33, 42, 34, 53]","[71, 13, 47, 7, 49, 33, 42, 34, 53]",[1],0.9018430341160717,0.0765428375894554,2.0,0,0,"[71, 13, 47, 7, 49, 33, 42]","[1, 34, 53]","[71, 13, 47, 7, 49, 33, 42]","[1, 34, 53]","[71, 13, 47, 7, 49, 33, 42]",[],"[34, 53]",[1],3,0.3885938227176666,"{""0"": 2.2687578201293945, ""1"": -1.0, ""2"": -1.0}",0,0,"[71, 13, 47, 33, 42]","[1, 7, 49, 34, 53]","[71, 13, 47, 33, 42]","[1, 7, 49, 34, 53]","[71, 13, 47, 33, 42]",[],"[7, 49, 34, 53]",[1],"[71, 13, 47, 33, 42]","[1, 7, 49, 34, 53]","[71, 13, 47, 33, 42]",[],"[7, 49, 34, 53]",[1],5,0,4,1
31,10,5,"[3, 20, 48, 57, 30, 15, 45, 29, 54, 14]","[20, 48, 57, 30, 15, 45, 29, 54, 14]",[3],0.8424073130619194,0.15662178613849648,2.0,0,0,"[20, 57, 30, 15, 45, 29, 14]","[3, 48, 54]","[20, 57, 30, 15, 45, 29, 14]","[3, 48, 54]","[20, 57, 30, 15, 45, 29, 14]",[],"[48, 54]",[3],2,0.4773288667201996,"{""0"": 4.066961765289307, ""1"": 1.739743947982788}",0,0,"[57, 15, 45, 29, 14]","[3, 20, 48, 30, 54]","[57, 15, 45, 29, 14]","[3, 20, 48, 30, 54]","[57, 15, 45, 29, 14]",[],"[20, 48, 30, 54]",[3],"[57, 15, 45, 29, 14]","[3, 20, 48, 30, 54]","[57, 15, 45, 29, 14]",[],"[20, 48, 30, 54]",[3],5,0,4,1
